"STIRLING ( NORTH THIRD RESERVOIR ) NO 3",,,,,,,,,,,,
Grid ref,NS733886,Long,-4.037039,Lat,56.073386,,,,,,,
Station no,5354,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.40,4.10,1.95,5.60,3.65,3.40,9.75,7.33,2.35,6.50,,
February,4.25,1.85,2.00,4.65,2.65,1.65,4.50,3.33,2.60,5.85,,
March,3.55,4.65,2.00,4.65,1.65,3.30,6.15,2.35,3.60,2.60,,
April,4.35,2.25,2.15,2.05,2.30,1.25,2.30,1.70,4.70,5.45,,
May,1.65,2.60,3.20,6.00,4.00,3.05,3.35,4.35,1.30,4.00,,
June,2.90,4.00,2.55,3.45,2.20,4.55,2.05,4.45,3.30,3.30,,
July,4.20,2.90,7.55,2.55,1.05,6.95,5.15,7.55,6.90,4.85,,
August,7.90,6.45,2.70,5.30,1.08,7.85,5.10,6.05,1.62,4.20,,
September,4.75,3.00,6.60,7.20,4.45,7.40,3.80,4.70,1.40,3.80,,
October,1.50,4.80,2.90,10.70,3.50,6.35,5.40,6.45,5.25,5.95,,
November,7.95,2.00,8.70,9.50,2.80,1.70,1.85,2.15,6.85,7.35,,
December,8.35,4.65,6.25,8.00,9.95,8.15,7.35,8.25,9.25,6.30,,
Total,57.75,43.25,48.55,69.65,39.28,55.60,56.75,58.66,49.12,60.15,,
Calc annual,57.75,43.25,48.55,69.65,39.28,55.60,56.75,58.66,49.12,60.15,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
