"STIRLING ( NORTH THIRD RESERVOIR ) NO 1",,,,,,,,,,,,
Grid ref,NS756896,Long,-4.000580,Lat,56.082969,,,,,,,
Station no,5354,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.05,5.12,1.84,6.29,3.94,3.95,9.82,6.51,2.18,5.40,,
February,3.59,1.19,2.10,5.77,3.43,1.66,5.21,2.95,2.56,4.86,,
March,4.51,4.51,2.55,4.75,2.66,3.28,5.59,2.02,3.47,2.58,,
April,4.56,2.48,2.53,2.47,2.30,1.17,2.13,1.40,4.46,5.12,,
May,1.90,2.38,3.21,5.31,4.61,2.66,3.71,4.03,1.49,3.86,,
June,2.66,3.76,3.88,3.42,2.13,4.27,2.26,4.28,3.26,2.95,,
July,4.48,3.10,6.59,2.24,1.18,6.23,5.13,7.39,6.20,4.41,,
August,7.73,6.56,3.04,5.08,1.55,7.97,4.90,5.65,1.55,3.64,,
September,5.52,3.14,6.15,7.24,4.39,7.15,3.62,4.59,1.14,3.27,,
October,1.40,5.16,3.16,10.67,3.89,5.94,5.30,5.80,4.91,5.40,,
November,7.97,2.45,8.59,9.03,2.69,1.45,1.44,1.92,6.73,7.22,,
December,8.92,5.00,7.10,8.59,10.50,8.36,7.10,7.93,9.32,6.30,,
Total,60.29,44.85,50.74,70.86,43.27,54.09,56.21,54.47,47.27,55.01,,
Calc annual,60.29,44.85,50.74,70.86,43.27,54.09,56.21,54.47,47.27,55.01,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
