"HASTINGS HALTON RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,544,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.75,3.02,3.77,1.30,2.59,4.00,3.19,2.55,4.99,1.18,3.05,
February,0.57,0.50,2.43,3.94,1.02,4.05,3.23,3.40,1.53,0.99,1.48,
March,1.29,1.25,2.25,2.54,1.96,0.66,0.33,3.30,2.64,0.14,2.46,
April,2.36,1.64,3.04,2.10,2.85,2.39,3.44,1.85,2.97,1.18,1.27,
May,1.41,1.27,0.28,3.59,4.06,2.37,2.19,0.89,2.53,2.22,2.32,
June,1.59,0.07,1.64,0.64,1.62,0.13,2.57,3.17,2.70,2.10,1.14,
July,2.91,0.13,2.38,1.13,3.04,3.77,1.82,4.70,1.38,1.46,2.99,
August,1.87,0.76,2.19,2.34,4.17,1.43,1.27,4.93,1.64,2.42,3.19,
September,4.16,0.57,3.27,2.66,1.97,2.73,0.49,4.29,0.28,1.08,3.64,
October,1.55,0.47,1.40,8.02,4.78,3.33,3.69,1.58,9.52,4.87,2.82,
November,1.70,1.87,1.72,2.44,3.26,3.05,7.86,3.24,4.09,5.90,6.76,
December,3.96,2.71,3.48,3.78,4.62,5.64,2.26,4.79,2.98,7.99,3.35,
Total,27.12,14.26,27.85,34.48,35.94,33.55,32.34,38.69,37.25,31.53,34.47,
Calc annual,27.12,14.26,27.85,34.48,35.94,33.55,32.34,38.69,37.25,31.53,34.47,
Difference,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,
