"CHESTER (SEWAGE DISPOSAL WORKS)",,,,,,,,,,,,
Grid ref,SJ393667,Long,-2.909996,Lat,53.193903,,,,,,,
Station no,2796,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.49,2.26,0.84,1.47,1.73,3.27,1.12,1.59,3.66,4.34,,
February,1.72,0.61,1.31,1.74,1.45,0.11,2.24,3.87,0.20,2.21,,
March,3.66,0.79,0.57,1.42,1.99,1.04,1.21,1.19,0.98,1.53,,
April,1.20,1.42,2.22,0.67,1.37,2.23,0.61,0.33,2.90,1.17,,
May,3.26,1.62,1.90,2.42,2.63,0.54,1.64,1.83,1.24,2.00,,
June,1.53,1.42,1.33,3.15,3.44,1.72,1.40,4.49,3.05,1.14,,
July,2.04,1.49,3.40,3.31,0.36,4.55,4.81,2.62,2.25,3.36,,
August,2.88,1.50,2.09,3.98,0.91,6.61,3.01,3.71,1.80,4.79,,
September,1.71,3.59,2.62,2.03,2.63,1.65,6.47,4.18,0.12,3.89,,
October,0.74,4.03,1.28,4.63,1.97,1.83,1.45,2.05,2.05,4.01,,
November,5.61,1.74,1.93,5.12,1.52,0.73,1.23,1.98,3.65,4.28,,
December,3.26,3.01,1.11,2.70,1.94,2.18,1.46,2.77,4.10,2.54,,
Total,29.10,23.48,20.60,32.64,21.94,26.46,26.65,30.61,26.00,35.26,,
Calc annual,29.10,23.48,20.60,32.64,21.94,26.46,26.65,30.61,26.00,35.26,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
