"BOTLEY HALL COURT",,,,,,,,,,,,
Grid ref,SU545131,Long,-1.226118,Lat,50.914799,,,,,,,
Station no,RR1547,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.49,,,,,,,,,,,
February,4.92,,,,,,,,,,,
March,1.11,,,,,,,,,,,
April,1.63,,,,,,,,,,,
May,1.27,,,,,,,,,,,
June,2.80,,,,,,,,,,,
July,1.55,,,,,,,,,,,
August,3.52,,,,,,,,,,,
September,1.15,,,,,,,,,,,
October,2.59,,,,,,,,,,,
November,3.44,,,,,,,,,,,
December,4.27,,,,,,,,,,,
Total,31.74,,,,,,,,,,,
Calc annual,31.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
