SKYE (LOCH LEATHAN) STORRS LOCHS,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5760/1,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,,,,,,6.60,,
February,,,,,,,,,,5.25,,
March,,,,,,,,,,5.59,,
April,,,,,,,,,,9.60,,
May,,,,,,,,,,2.66,,
June,,,,,,,,,,4.91,,
July,,,,,,,,,,7.09,,
August,,,,,,,,,,5.41,,
September,,,,,,,,,,17.56,,
October,,,,,,,,,,8.75,,
November,,,,,,,,,,8.62,,
December,,,,,,,,,,7.04,,
Total,,,,,,,,,,89.08,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.08,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
