CHESTERFIELD-HARDWICK-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK463637,Long,-1.3088651,Lat,53.16841,Elevation,594,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,1.76,4.05,2.18,1.87,0.61,0.49,2.67,3.43,3.38,2.28,4.17,2.58,0.66,1.64,4.4,2.04,1.79,1.66,2.47,4.07,0.99,2.93,0.58,4.18,4.95,1.84,1.97,2.64,3.94,0.96,3.52,0.96,1.32,1.12,2.45,1.22,4.36,4.71,1.27,2.43,1.26,3.45,2.37,3.34,3.65,,,1.16,2.03,,,,,,
February,,,,,,,3.29,2.37,1.32,2.11,2.56,4.32,1.5,3.49,3.01,3.31,0.99,0.79,1.98,1.94,1.02,0.19,2.29,3.47,2.49,0.55,0.83,3.8,1.26,2.1,5.42,1.33,2.12,1.39,6.17,1.32,3.32,2.18,1.75,1.08,3.27,1.31,1.86,1.34,2.27,6.45,4.75,0.87,2.28,2.8,2.87,,,2.84,,,,,,,
March,,,,,,,3.29,2.61,0.7,1.29,1.61,3.46,2.8,1.54,2.03,1.34,2.89,1.65,3.4,4.38,1.91,1.69,1.54,0.81,1.46,2.2,3.17,3.2,1.62,1.38,0.9,3.09,2.05,4.15,2.68,3.56,1.95,1.75,3.25,2.99,0.92,1.51,3.91,4.26,3.3,1.48,6.13,-999,1.3,6.19,2.75,,,1.41,1.34,,,,,,
April,,,,,,,2.32,3.06,1.75,3.29,2.64,1.25,3.16,3.04,2.76,1.97,1.92,1.62,2.22,3.45,0.49,2.39,1.15,0.54,2.83,2.46,0.89,2.08,2.92,2.92,1.15,1.37,2.83,1.21,1.88,2.01,0.43,2.55,2.18,2.32,2.36,1.34,0.42,3.59,1.13,1.43,1.18,-999,1.96,1.48,5.56,,,2.77,,,,,,,
May,,,,,,,0.85,2.59,5.66,3.19,1.85,2.17,2.46,1.83,0.92,2.45,6.93,2.37,0.88,4.78,2.98,4.36,2.97,3.39,2.13,0.7,0.6,1.04,2.63,3.72,1.7,1.3,2.59,4.85,1.13,1.02,2.03,2.62,2.59,1.41,2.09,1.76,3.37,2.36,1.69,1.89,2.86,1.97,2.75,1.61,3.11,,,3.43,2.93,,,,,,
June,,,,,,,2.77,2.67,2.78,4.49,5.44,1.85,3.33,4.97,1.38,3.27,1.6,0.47,2.75,0.69,1.49,4.25,5.09,2.45,2.44,1.4,4.03,3.23,1.19,1.99,3.81,0.98,1.87,1.67,1.03,2.94,2.86,4.46,1.8,4.29,1.88,2.65,4.34,0.65,3.36,0.76,2.36,2.27,0.55,0.64,2.53,,,0.66,,,,,,,
July,,,,,,,1.01,2.95,0.83,3.43,5.95,1.54,3.57,2.62,3.49,0.51,2.81,2.16,5.42,2.77,3.32,3.23,2.97,3.78,2.97,4.64,2.5,0.61,1.17,2.24,2.58,6.72,1.52,2.9,2.34,2.18,0.81,2.94,3.17,3.65,2.49,0.17,5.61,1.38,3.35,5.36,1.63,1.53,4.36,3.25,5.46,,,3.51,3.72,,,,,,
August,,,,,,,1.74,5.49,8.09,3.99,2.8,5.46,2.13,1.26,0.79,2.38,2.16,1.81,2.93,2.65,3.02,5.25,2.21,1.74,2.51,1.39,1.98,2.94,3.46,0.83,4.85,1.84,3.57,6.77,3.78,3.71,2.03,2.38,3.16,2.77,4.17,1.37,6.38,2.03,3.61,3.01,1.65,5.22,2.3,2.88,1.44,,,2.86,2.73,,,,,,
September,,,,,,,3.76,3.13,2.08,2.6,4.46,3.01,2.76,5.4,2.16,2.45,1.28,3.26,0.95,2.51,1.71,2.3,3.36,1.45,0.54,1.05,6.04,2.64,0.7,3.5,0.98,1.23,1.6,3.63,0.9,1.68,0.81,0.69,3.38,2.93,0.74,1.71,1.68,2.79,1.06,1.08,1.56,1.04,5.71,3.58,1.7,,,2.92,2.37,,,,,,
October,,,,,,,3.45,2.26,3.65,1.39,6.8,1.29,6.54,3.51,1.22,6.02,5.47,2.43,0.73,5,1.48,6.51,4.84,1.92,3.67,2.98,4.11,1.13,4.02,3.15,2.23,3.23,3.18,7.54,0.93,1.47,7.57,6.34,1.21,4.59,2.07,2.29,3.16,3.96,3.35,1.24,3.01,3.9,2.22,3.17,2.3,,,1.65,3.3,,,,,,
