"HARDWICK HALL",,,,,,,,,,,,
Grid ref,SK463367,Long,-1.312735,Lat,52.925722,,,,,,,
Station no,RR1683,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.95,1.84,1.97,2.64,3.94,0.96,3.52,0.96,1.32,1.12,,
February,5.42,1.33,2.12,1.39,6.17,1.32,3.32,2.18,1.75,1.08,,
March,0.90,3.09,2.05,4.15,2.68,3.56,1.95,1.75,3.25,2.99,,
April,1.15,1.37,2.83,1.21,1.88,2.01,0.43,2.55,2.18,2.32,,
May,1.70,1.30,2.59,4.85,1.13,1.02,2.03,2.62,2.59,1.41,,
June,3.81,0.98,1.87,1.67,1.03,2.94,2.86,4.46,1.80,4.29,,
July,2.58,6.72,1.52,2.90,2.34,2.18,0.81,2.94,3.17,3.65,,
August,4.85,1.84,3.57,6.77,3.78,3.71,2.03,2.38,3.16,2.77,,
September,0.98,1.23,1.60,3.63,0.90,1.68,0.81,0.69,3.38,2.93,,
October,2.23,3.23,3.18,7.54,0.93,1.47,7.57,6.34,1.21,4.59,,
November,3.05,3.46,2.26,2.59,1.84,3.68,4.91,2.65,1.52,0.61,,
December,4.28,5.51,2.87,2.28,2.00,0.93,2.66,2.89,2.13,5.81,,
Total,35.90,31.90,28.43,41.62,28.62,25.46,32.90,32.41,27.46,33.57,,
Calc annual,35.90,31.90,28.43,41.62,28.62,25.46,32.90,32.41,27.46,33.57,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
