LOCH NESS (GARTHBEG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH518169,Long,-4.455888,Lat,57.218792,Elevation,630,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,1,4,2.86,5.78,2.79,4.47,10.76,6.67,6.77,13.33,3.01,4.58,3.67,5.93,1.78,1.64,1.61,4.4,3.41,7.66,3.43,4.22,2.58,7.36,7.31,2.92,6.37,2.86,5.44,4.75,6.22,9.01,0.77,7.43,3.93,7.39,5.81,7.66,3.77,2.3,6.47,7.02,5,0.61,1.35,3.07,3.11,5.46,3.73,4.14,3.26,4.3,6.28,4.07,4.73,4.67,2.44,3.57,2.35,3.53,6.51,3.37,,
February,,,,,,,,2.84,4.45,1.75,1.69,2.73,1.01,15.02,3.67,7.2,5.17,4.2,3.18,1.49,4.47,4.1,2.2,4.19,3.7,2.52,4.3,0.73,5.63,0.43,9.29,1.18,4.59,2.57,1.79,5.6,2.59,1.39,5.53,0.43,0.62,4.14,0.6,3.2,1.21,7.27,1.98,4.05,3.53,4.83,1.52,2.82,2.08,4.79,3.07,5.15,3.65,0.39,4.97,4.67,5.55,2.75,1.81,2.99,2.47,3.73,3.19,3.62,,,
March,,,,,,,,2.44,2.85,2.44,1.07,3.49,3.54,14.3,1.54,6.56,7.54,3.24,5.38,1.11,1.58,2.37,2.77,4.84,2.87,2.59,1.28,2.55,0.65,2.56,3.67,6.03,3.18,0.85,0.86,4.06,4.12,1.7,2.05,0.54,1.61,1.23,2.86,1.66,5.71,2.23,1.32,2.47,4.29,3.81,2.36,1.66,0.69,3.76,1.96,3.15,1.87,1.98,3.77,2.51,2.34,2.13,1.78,2.08,2.32,1.31,1.82,3.87,,,
April,,,,,,,,2,1,3.35,3.35,2.39,1.9,2.23,8.15,1.56,3.84,1.5,1.71,2.03,5.26,2.28,2.22,2.41,2.54,4.61,2.86,2.06,1.47,3.72,2.68,1,3.62,2.24,1.91,3.7,2.06,3.59,1.96,2.11,1.52,2.37,4.4,3.24,7.73,2.97,1.67,0.5,0.91,2.56,2.5,1.41,1.76,3.57,2.36,1.22,1.77,7.97,3.32,3.09,5.03,6.33,1.29,4.02,1.72,0.94,2.86,1.24,,,
May,,,,,,,,2.34,2.55,1.84,2.49,1.03,3.73,3.57,4.37,3.21,5.94,2.12,1.8,2.76,2.36,1.71,1.48,2.61,3.66,1.11,3.62,1.42,2.87,0.55,1.88,3.39,4.89,4.71,4.26,4.47,2.21,2.44,1.98,2.72,2.57,4.01,4.81,1.7,3.43,1.2,1.47,1.52,3.19,1.26,2.14,2.01,2.27,3.24,3.23,3.88,2.02,2.51,4.56,2.37,1.33,0.93,2.99,3.88,4.52,3.55,3.04,1.31,,,
June,,,,,,,,2.94,1.15,1.03,2.53,3.71,2.37,2.21,2.02,1.32,1.07,3.93,2.33,0.86,1.52,2.53,4.64,2.79,1.83,0.41,4.49,3.13,1.67,4.07,0.9,0.77,1.83,1.9,2.01,0.76,2.39,3.72,3.5,2.26,2.28,2.89,0.34,2.25,1.49,3.41,1.17,1.93,4.53,1.76,1.2,0.59,1.29,3.11,3.48,3.07,4.08,4.2,7.03,1.14,2.54,2.5,2.85,4.27,2.09,1.28,3.01,1.99,,,
July,,,,,,,2.06,2.4,1.95,2.89,4.8,3.49,2.19,5.93,0.97,2.24,3.33,1.69,2,3.63,3.79,1.22,2.12,1.48,2.5,3.26,4.39,1.73,5.98,0.89,2.72,2.09,2.99,2.58,4.42,3.23,3.02,3.86,2.46,3.73,3.12,4.56,4.66,2.68,4.37,1.26,5.41,3.71,4.96,5.48,8.31,2.95,2.59,2.54,1.42,2.27,5.76,2.41,4.63,1.33,2.91,3.38,2.38,4.47,3.01,0.54,7.25,5.76,,,
August,,,,,,,2.18,2.87,5.05,0.54,3.9,3.3,3.01,5.19,3.9,3.7,4.25,3.51,3.82,2.43,2.94,2.31,4.44,1.15,2.41,3.02,2.51,4.41,3.03,2.68,3.72,3.29,2.75,4.92,6.4,1.69,2.64,4.22,3.85,4.3,4.31,2.5,1.68,3.45,2.08,4.36,2.54,3.91,3.04,1.52,1.99,5.01,3.88,3.15,1.89,2.09,3.73,0.52,7.59,5.7,3.45,6.83,5.46,3.73,3.03,0.57,7.25,6.45,,,
September,,,,,,,3.74,4.04,3.23,3.78,4.01,1.58,2.58,4.38,1.89,2.68,2.7,1.19,5.64,2.23,0.84,2.52,1.67,1.93,1.67,4.45,1.73,3.87,5.26,3.36,3.27,2.54,1.56,3.64,5.47,3.44,4.14,5.6,4.24,2.04,3.76,1.6,4.66,0.92,3.62,6.18,3.36,4.18,3.99,1.64,1.82,1.26,5.36,2.66,3.91,3.74,5.57,4.71,4.5,1.85,7.49,1.76,3.96,3.66,3.62,3.73,5.15,2.81,,,
October,,,,,,,6.61,1.7,3.08,2.82,4.02,2.95,4.17,8.45,2.41,3.32,9.13,3.07,1.36,7.49,0.95,2.49,3.42,2.31,0.87,1.47,7.35,6.03,5.34,2.43,0.87,4.7,2.68,5.37,2.51,2.64,4.33,5.05,5.5,6,5.2,3.77,8.33,7.67,6.85,8.54,4.91,2.06,7.39,2.01,4.02,4.18,6.5,4.68,4.77,3.11,0.4,1.93,3.87,3.3,4.1,1.59,4.76,1.58,7.25,5.46,4.71,4.72,,,
