HIGHCLERE (HORRIS HILL),,,,,,,,,,,,
Grid ref,SU463629,Long,-1.336367,Lat,51.363286,,,,,,,
Station no,766/7/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.33,2.58,0.82,1.98,3.44,,,,,,,
February,6.03,0.73,1.76,3.03,1.62,,,,,,,
March,3.76,2.73,0.43,3.26,1.23,,,,,,,
April,3.30,1.86,2.88,0.28,0.37,,,,,,,
May,2.79,2.77,1.80,2.13,3.98,,,,,,,
June,0.24,2.00,2.09,4.59,2.71,,,,,,,
July,1.22,0.48,3.87,2.53,0.13,,,,,,,
August,4.21,3.61,2.55,3.08,0.27,,,,,,,
September,3.13,2.22,2.41,2.76,1.30,,,,,,,
October,0.82,5.24,3.99,2.75,3.45,,,,,,,
November,7.50,3.37,2.06,6.46,2.18,,,,,,,
December,3.14,2.60,0.84,3.10,3.55,,,,,,,
Total,40.47,30.19,25.50,35.95,24.23,,,,,,,
Calc annual,40.47,30.19,25.50,35.95,24.23,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
