KENDAL (KENT LEA),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3720/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,9.59,5.10,7.44,2.47,6.21,4.61,9.02,6.23,2.66,,
February,,0.09,4.07,0.30,7.59,2.14,7.74,3.23,6.02,1.92,,
March,,3.66,3.84,3.35,1.76,2.98,1.59,3.51,3.08,6.13,,
April,,4.13,2.35,3.83,4.86,0.84,3.25,0.71,2.44,2.09,,
May,,4.80,2.67,4.61,0.50,1.01,2.90,5.87,0.86,1.03,,
June,,2.54,2.74,3.48,6.07,4.36,2.76,5.71,3.84,0.88,,
July,,6.21,3.46,2.01,2.29,5.24,3.61,7.36,8.79,5.27,,
August,,1.77,3.57,4.45,3.63,3.88,2.42,3.71,2.79,1.44,,
September,,6.64,1.29,7.07,9.31,6.44,5.49,2.72,2.23,4.40,,
October,,8.40,5.76,8.14,7.36,5.03,2.42,13.74,1.91,6.18,,
November,,4.12,2.11,1.12,5.52,5.15,1.54,8.25,8.90,6.66,,
December,,6.38,1.21,8.71,3.90,8.27,4.99,5.86,3.42,6.26,,
Total,,58.33,38.17,54.51,55.26,51.55,43.32,69.69,50.51,44.92,,
Calc annual,0.00,58.33,38.17,54.51,55.26,51.55,43.32,69.69,50.51,44.92,,
Difference,NaN,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
