HAWKSHEAD BLACK FELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY340015,Long,-3.018252,Lat,54.404661,Elevation,1055,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,11.25,6.45,5.75,2.3,9,1.8,5.8,1.5,7.3,10,9.81,4.5,5.7,10.2,10.35,5,12.4,0.85,13.36,8.36,10.56,6.33,8.02,8.06,6.35,6.68,11.28,2.62,10.07,8.88,10.92,13.26,7.77,7.15,7.9,9.4,14.05,7.51,21.1,3.3,12.25,7.5,14.09,7.56,13.08,3.97,,,,,
February,0.77,0.58,1.55,8.5,11.25,0.5,6,6,6.5,5.85,4.85,1.85,3.3,10,-999,4.3,5.5,3.6,5.08,6.51,12.49,11.83,7.25,5.06,10.45,11.25,6.9,1.89,8.98,1.7,7.88,0.34,7.64,8.46,0.75,6.5,20.35,5.32,14.2,2.85,0.42,8.64,0.2,10.35,0.56,14.06,,,,,
March,4.6,1.25,1.9,1.8,4,6.35,8.15,9.25,2.5,5.7,0.3,4.3,5.1,11.25,-999,6.75,5.7,,6.64,4.64,5.11,3.77,11.26,8.42,7.7,2.7,1.35,2.98,3.44,5.53,9.18,11.3,4.74,3.27,2.63,1.75,2.82,7.5,7.32,1.75,3.84,1.12,5.6,4.96,6.02,2.6,,,,,
April,2.15,3.4,1.5,1.05,2.25,4.3,1.8,3.1,6.8,8.4,4.8,4.3,3.4,2.35,7.3,5.9,2.62,3.25,2.62,4.89,4.94,6.23,1.62,8.13,2.2,4.5,4.63,2.68,1.37,3.04,6.34,1.93,2.61,4.9,3.78,6.48,3.58,2.65,3.1,2.64,3.12,2.7,7,3.6,3.78,4.68,,,,,
May,3.8,2.2,6.5,4.15,5.8,0.65,0.22,2.2,3.1,6.15,4.1,1.85,3.3,4.7,4.5,3.6,10.02,7.3,5.96,4.01,3.82,4.27,3.05,4.25,3.15,1.18,5.2,4.6,2.34,2.13,10,5.54,4.56,3.02,7.55,8.88,2.98,2.7,1.68,4.17,3.1,5,5.3,3.63,6.79,0.61,,,,,
June,5.45,2.2,4.4,2.7,4.7,1.3,3.35,5.25,5.1,1.95,6.8,3.75,1.35,3,3.55,4.5,3.14,12.79,4.84,2.76,2.76,5.82,7.86,6.05,1.22,2.12,4.71,3.56,2.73,2.53,3.27,0.19,3.59,1.63,4.59,0.4,3.7,4.2,7.68,2.64,3.45,8.65,2.3,3.53,3.7,6.84,,,,,
July,5.6,3.65,4.5,5,4.75,5.5,7.15,2.7,1.2,3.85,2.5,1,3.8,7,4.4,3.25,5.1,3.71,5.86,9.21,5.69,1.31,7.21,1.12,5.4,4.8,3.53,2.47,6.59,1.37,9.56,4.16,7.84,5.8,6.88,2.3,5.08,5.9,14.64,7,5.15,7.67,7.95,6.79,2.5,4.1,,,,,
August,5.2,13.55,10.25,7.9,5.05,7.8,3.4,9.6,11.15,2.3,7.65,10.05,5.4,10.7,6.3,7.5,7.73,9.25,8.66,4.29,12.19,6.99,8.66,2.86,7.85,4.51,3.45,11.82,6.29,5.46,4.84,8.85,7.26,9.96,4.55,6.39,6.44,7,10.43,9.2,9.78,3.69,1.7,4.35,8.02,4.89,,,,,
September,5.35,8.9,10.6,5.55,0.37,1.75,10.25,5.3,4.05,5.9,5.2,5.6,3.5,8,5.8,5.25,3.21,1.7,9.59,4.19,0.7,6.85,2.81,2.8,3.55,1.35,3.39,7.22,14.81,8.32,5.11,2.72,5.19,8.7,10.74,7.49,7.25,10.7,5.25,3.15,4.5,2.86,10,1.2,12.02,11.96,,,,,
October,3,7.75,6.5,7.75,8.05,5.8,7.5,4.65,7.5,6.6,8.75,7.7,6.3,15.8,5.7,5.1,11.3,9.76,4.17,14.87,4.27,7.97,10.75,4.83,2.62,,15.27,11.57,12.85,2.16,3.33,4.19,3.46,14.55,7.39,10.4,4.82,7.63,13.45,9.55,14,6.86,12.3,5.68,12.64,13,,,,,
