"HORWICH (LOWER RIVINGTON)",,,,,,,,,,,,
Grid ref,SD631126,Long,-2.559175,Lat,53.608647,,,,,,,
Station no,2996,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.18,4.04,2.24,3.82,2.86,5.89,2.92,3.57,3.16,6.48,,
February,3.39,1.38,1.52,3.68,2.40,0.72,3.01,6.87,0.56,3.17,,
March,5.03,2.37,1.84,2.91,1.48,1.76,3.53,1.89,2.04,1.86,,
April,2.25,3.98,3.58,1.13,2.54,3.65,0.82,1.47,2.91,2.56,,
May,3.03,2.39,2.61,2.97,3.74,1.42,2.31,4.41,2.29,2.65,,
June,1.76,4.03,2.75,4.29,3.53,2.50,1.97,4.71,2.45,1.31,,
July,3.20,2.84,5.35,6.32,1.04,5.77,6.46,4.07,4.69,8.69,,
August,5.12,4.38,5.03,6.55,1.45,12.00,6.30,4.84,0.61,5.97,,
September,3.47,4.48,4.73,5.20,4.92,3.77,6.87,5.55,0.36,4.03,,
October,0.76,4.94,2.11,8.46,2.15,3.52,5.54,4.14,4.59,4.41,,
November,8.95,3.01,5.29,6.96,2.66,1.55,1.99,2.00,5.55,7.03,,
December,8.33,4.27,1.77,5.95,5.09,4.04,4.48,4.21,7.87,4.70,,
Total,49.47,42.11,38.82,58.24,33.86,46.59,46.20,47.73,37.08,52.86,,
Calc annual,49.47,42.11,38.82,58.24,33.86,46.59,46.20,47.73,37.08,52.86,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
