"HORWICH LOWER RIVINGTON",,,,,,,,,,,,
Grid ref,SD631125,Long,-2.559163,Lat,53.607748,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.29,2.43,3.30,2.78,3.59,1.42,6.17,1.67,3.11,1.93,,
February,3.17,1.90,1.78,3.49,4.67,1.68,3.53,1.64,3.46,1.31,,
March,0.75,3.00,2.58,4.10,2.22,3.37,2.95,3.09,3.35,3.04,,
April,2.05,2.77,2.55,1.57,2.15,2.69,1.89,1.69,2.23,3.20,,
May,1.95,1.02,3.89,3.77,1.86,0.91,3.71,4.01,3.78,3.03,,
June,2.46,2.15,1.98,2.13,2.54,2.15,2.73,7.94,1.76,3.96,,
July,1.94,1.91,4.06,3.69,1.25,2.46,1.79,4.10,4.97,6.13,,
August,6.09,3.06,2.35,5.75,4.31,4.48,4.06,4.80,4.11,3.63,,
September,2.60,1.07,2.36,5.05,1.53,2.44,1.74,1.23,5.14,2.69,,
October,6.25,3.54,4.52,8.60,3.22,4.68,6.31,2.91,2.36,5.67,,
November,4.44,4.36,2.20,4.61,2.86,4.11,3.04,3.63,2.89,1.72,,
December,5.09,3.93,3.12,2.26,3.39,1.23,5.16,4.43,2.61,6.73,,
Total,42.08,31.14,34.69,47.80,33.62,31.62,43.08,41.14,39.77,43.04,,
Calc annual,42.08,31.14,34.69,47.80,33.59,31.62,43.08,41.14,39.77,43.04,,
Difference,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,,
