LOWER RIVINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD631125,Long,-2.559163,Lat,53.607748,Elevation,440,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,,,,,,,,,,5.29,2.43,3.3,2.78,3.59,1.42,6.17,1.67,3.11,1.93,4.43,1.07,3.36,3.76,2.63,5.11,2.83,2.74,2.95,4.91,3.89,5.82,4.63,3.59,3.5,2.55,6.07,4.81,9.58,2.47,5.02,4.34,3.9,2.14,3.14,2.07,4.24,2.82,4.17,5.27,2.71,1.91,4.28,4.82,4.61,2.94,4.47,4.02,8.16,2.33,3.04,4.18,4.04,2.24,3.82,2.86,5.89,2.92,3.57,3.16,6.48
February,,,,,,,,,,,,,,,,,,,,,3.17,1.9,1.78,3.49,4.67,1.68,3.53,1.64,3.46,1.31,3.39,3.62,1.71,1.27,2.38,4.24,3.53,1.32,4.03,1.21,3.16,0.22,4.08,6.53,1.15,6.68,3.83,1.99,5.15,1.25,0.23,3.76,0.1,3.42,0.28,4.35,2.86,5.45,1.33,3,2.45,4.18,1.91,2.16,1.72,4.48,5.08,1.42,2.12,2.03,5.26,3.39,1.38,1.52,3.68,2.4,0.72,3.01,6.87,0.56,3.17
March,,,,,,,,,,,,,,,,,,,,,0.75,3,2.58,4.1,2.22,3.37,2.95,3.09,3.35,3.04,0.83,1.38,5.97,4.31,4.44,1.71,2,2.51,1.76,7.03,4.08,2.79,3.12,2.09,1.85,1.98,1.19,5.66,2.5,1.3,2.85,0.38,2.55,2.72,2.87,1.26,2.64,1.86,1.28,1.59,2.64,2.75,2.99,1.15,0.65,1.32,0.83,7.04,1.49,2.38,2.13,5.03,2.37,1.84,2.91,1.48,1.76,3.53,1.89,2.04,1.86
April,,,,,,,,,,,,,,,,,,,,,2.05,2.77,2.55,1.57,2.15,2.69,1.89,1.69,2.23,3.2,2.97,3.23,0.58,5.01,1.2,1.9,3.7,2.16,0.93,2.51,5.26,1.58,2.34,3.93,2.05,2.11,1.37,2.25,1.01,1.06,2.67,2.52,2.57,1.79,2.39,2.77,1.19,3.34,0.36,2.65,2.69,1.74,1.58,1.88,2.28,2.26,1.07,3.22,1.68,3.31,2.93,2.25,3.98,3.58,1.13,2.54,3.65,0.82,1.47,2.91,2.56
May,,,,,,,,,,,,,,,,,,,,,1.95,1.02,3.89,3.77,1.86,0.91,3.71,4.01,3.78,3.03,3.19,1.92,2.3,3.44,2.15,1.45,2.33,2.01,2.56,1.5,6.56,2.58,2.03,3.39,5.05,4.61,4.16,1.27,1.41,2.85,1.34,2.09,4.43,1.82,3.19,1.4,1.15,2.62,4.28,1.11,1.4,2.11,3.99,2.95,2.89,3.66,1.63,3.03,2.45,3.55,2.07,3.03,2.39,2.61,2.97,3.74,1.42,2.31,4.41,2.29,2.65
June,,,,,,,,,,,,,,,,,,,,,2.46,2.15,1.98,2.13,2.54,2.15,2.73,7.94,1.76,3.96,3.35,3.39,4.87,2.59,1.64,2.17,3.74,2.39,2.3,2.53,2.9,0.58,3.05,1.24,3.02,0.11,2.18,4.86,6.14,1.62,1.86,5.51,0.84,3.15,2.25,3.67,4.6,1.97,4.17,3.02,1.03,0.38,0.73,3.51,2.63,4.14,3.26,2.21,5.54,1.04,2.83,1.76,4.03,2.75,4.29,3.53,2.5,1.97,4.71,2.45,1.31
July,,,,,,,,,,,,,,,,,,,,,1.94,1.91,4.06,3.69,1.28,2.46,1.79,4.1,4.97,6.13,5.57,0.21,4.74,1.78,5.87,4.21,2.9,2.31,4,1.74,6.94,1.43,4.84,5.13,5.41,2.94,3.71,4.29,2.81,3.71,4.97,3.13,4.82,2.52,2.01,1.68,4.75,2.32,4.13,6.3,6.2,2.69,4.06,3.58,4.13,3.26,4,2.76,2.83,3.08,4.54,3.2,2.84,5.35,6.32,1.04,5.77,6.46,4.07,4.69,8.69
August,,,,,,,,,,,,,,,,,,,,,6.09,3.06,2.35,5.75,4.31,4.48,4.06,4.8,4.11,3.63,5.14,4.14,8.76,3.27,3.13,4.65,4.56,7.66,4.65,4.32,3.97,6.19,5.03,5.54,8.15,4.22,4.22,5.12,5.96,4.81,7.16,4.88,1.43,2.12,3.91,1.91,2.56,2.54,3.31,1.59,2.21,5.71,5.41,6.73,3.33,2.54,7.07,0.27,4.73,3.5,6.93,5.12,4.38,5.03,6.55,1.45,12,6.3,4.84,0.61,5.97
September,,,,,,,,,,,,,,,,,,,,,2.6,1.07,2.36,5.05,1.53,2.44,1.74,1.23,5.14,2.69,0.5,4.09,2.45,2.06,3.99,0.91,2.91,2.31,11.68,1.99,3.44,1.38,6.54,4.31,4.38,4.75,4.27,6.97,1.02,2.35,2.84,4.44,4.89,0.7,3.36,6.68,4.01,1.54,2.7,0.86,3.69,1.04,2.49,4.86,5.75,2.18,6.72,3.28,2.94,1.87,7.79,3.47,4.48,4.73,5.2,4.92,3.77,6.87,5.55,0.36,4.03
October,,,,,,,,,,,,,,,,,,,,,6.25,3.54,4.52,8.6,3.22,4.68,6.31,2.91,2.36,5.67,2.98,2.72,5.16,2.28,2.77,2.3,7.01,7.92,4.72,2.92,1.31,3.02,0.84,6,5.03,4.72,3.73,4.28,5.51,5.93,5.09,2.7,6.57,4.09,5.7,7.13,3.79,2.01,8.32,2.35,4.33,4.25,5.88,3.89,5.42,5.22,1.5,0.74,2.9,4.24,3.48,0.76,4.94,2.11,8.46,2.15,3.52,5.54,4.14,4.59,4.41
