ARDRISHAIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NR852853,Long,-5.44744,Lat,56.012354,Elevation,48,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,3.02,,,,7.93,12.12,6.23,7.8,7.01,6.54,9.4,10.78,6.4,7.37,5.29,11.99,2.36,5.09,,,,,5.93,7.05,9.41,8.14,7.93,10.6,4.89,7.39,8.84,8.21,6.11,7.28,7.31,6.21,8.14,9.2,4.16,5.76,7.33,9,11.91,6.27,8.12,6.07,5.58,8.81,11.3,13.4,2.5,8.74,9.24,10.39,6.88,8.79,5.64,5.25,9.64,11.28,4.37,2.71,1.18,9.97,7.24,9.19,7.01,10.6,7.13,10.55,8.78,7.27,7.23,8.32,3.86,7.28,4.66,6.34,9.54,8.07,2.01,4.33
February,,,,,,,,,,2.61,,,,9.02,7.26,8.06,2.52,6,3.23,5.89,1.52,1.5,4.16,4.18,12.39,0.88,6.25,,,,,3.82,2.8,9.85,5.87,6.8,6.5,6.88,6.69,3.75,9.49,9.45,5.28,5.31,8.79,6.87,9.17,1.46,9.01,0.63,9.85,2.8,7.53,5.64,2.65,5.61,7.22,4.2,5.62,2.82,0.66,7.77,0.04,6.23,1.98,7.86,4.53,7.92,5.36,8.42,3.43,4.85,5.26,8.24,2.68,10.29,6.38,0.16,5.87,7.4,7.69,4.31,3.83,4,4.88,4.8,2.91,4.23,4.54,2.03,5.82
March,,,,,,,,,,6.65,,,,2.45,4.87,5.36,3.72,3.97,5.01,3.78,7.04,6.56,1.23,4.85,6.26,5.05,11.44,,,,,3.74,6.46,9.74,4.47,6.8,5.86,7.06,7.12,1.8,3.1,2.61,7.8,9.09,7.08,5.38,2.25,3.81,1.84,4.31,5.74,10.35,2.15,2.75,0.99,4.16,6.72,6.25,5.36,1.99,4.51,1.54,5.2,3.57,4.28,3.64,4.96,2.27,6.08,6.8,5.29,4.24,4.92,3.88,2.68,4.2,2.78,3.15,6.04,3.78,3.88,4.35,4.49,2.91,5.9,1.83,3.58,7.16,1.92,5.08,2.7
April,,,,,,,,,,1.74,3.78,,,3.51,1.2,3.11,3.72,3.73,3.48,3.27,3.35,1.26,2.05,3.22,2.58,3.62,4.91,,,,,6.29,2.79,3.13,7.2,4.49,3.33,3.84,2.03,5.31,7,5.33,4.28,5.56,6.12,5.41,7.29,3.08,1.57,4.5,2.83,2.36,3.91,3.63,4.11,6.9,3.01,7.26,4.16,2.38,3.12,3.33,6.13,4.43,4.21,4.19,1.65,3.23,1.28,3.1,3.46,2.99,2.72,6.41,3.76,3.36,3.11,7.05,4.66,9.32,5.29,4.34,2.74,4.1,2.72,6,3.05,2.12,2.79,4.64,6.22
May,,,,,,,,,,3.13,2.36,,,3.02,6.11,3.19,3.99,1.92,6.65,3.47,2.56,2.32,8,3.14,4.13,0.3,1.11,,,,,2.25,4.16,3.3,4.48,2.61,5.88,6.38,3.55,3.24,4.58,4.06,2.39,4.19,2.93,1.16,5.53,4.31,3,1.81,5.43,4.32,5.85,3.65,4.58,7.15,3.53,3.63,1.51,6.06,3.26,3.22,3.46,4.3,5,1.21,4.9,2.98,3.36,1.23,2.38,1.79,4.14,3.99,4.58,4.35,0.65,4.38,2.04,4.06,1.92,1.44,2.08,3.67,4.68,4.44,4.13,2.21,3.74,1.69,2.85
June,,,,,,,,,,4.75,3.5,,,5.01,1.42,2.79,1.98,2.02,4.32,1.9,6.23,2.27,5.13,1.11,3.34,2.15,4.56,,,,,4.87,1.65,2.29,3.99,1.71,1.74,6,3.77,2.79,1.87,2.72,5.72,4.95,2.01,2.4,2.44,3.03,3.59,4.67,3.09,1.67,4.5,5.04,4.91,1.74,2.94,6.54,5.5,6.1,3.32,6.1,2.52,4.9,3.18,4.76,2.8,5.01,7.53,3.33,1.87,1.71,4.36,4.89,5.26,5.84,3.35,4.62,5.88,1.48,3.83,2.95,4.55,1.91,6.36,4.31,3.5,3.68,3.22,4.83,3.06
July,,,,,,,,,,7.53,3.64,,,2.67,5.27,3.26,4.51,4.15,6.04,1.2,4.98,1.43,4.83,6.95,4.21,5.12,,,,,,0.98,5.22,5.44,3.36,4.17,5.11,4.37,5.09,6.37,4.85,5.88,3.14,1.46,2.86,4.91,2.66,1.89,4.09,2.33,3.66,4.74,4.94,7.01,7.18,3.54,5.13,3.27,4.48,3.8,4.2,5.24,5.43,5.46,3.8,4.63,5.4,6.99,6,6.76,5.76,4.39,6.23,3.85,4.1,3.86,5.83,3.82,5.28,2.62,7.45,5.12,6.04,6.8,6.45,1.78,5.92,5.87,5.26,8.15,5.63
August,,,,,,,,,,5.72,2.63,,,7.24,6.63,3.68,3.3,6.73,5.45,6.99,4.93,7.42,5.68,7.12,6.22,8,,,,,,5.87,3.28,9.87,4.71,6.21,5.89,8.48,6.46,5.51,7.87,5.5,4.23,2.68,6.47,3.35,4,5.38,5.11,4.76,6.53,6.64,4.9,7.21,7,4.99,6.71,6.07,5.31,7.08,8.58,1.54,4.87,5.67,7.76,4.46,5,4.6,4.12,2.6,3.93,7.47,7.87,9.66,3.95,2.21,4.36,0.09,7.22,6.07,7.78,5.37,6.45,5.52,5.75,2.03,6.83,6.66,7.79,1.9,5.19
September,,,,,,,,,,9.86,4.42,,,3.33,6.06,11.37,8.12,5.99,3.07,3.84,9.72,8.63,8.84,5.59,0.23,4.03,,,,,,5.26,7.06,4.52,6.69,6.53,4.4,2.47,7.83,3.09,2.9,3.6,5.76,3.62,4.56,1.4,3.26,4.82,8.01,5.87,4.88,3.73,3.7,10.55,6.6,5.36,5.37,7.66,5.51,3.6,5.03,2.51,6.6,2.05,10.41,8.1,5.84,4.64,6.25,3.96,4.9,5.17,10.81,7.37,6.94,7.09,9.25,8.14,10.97,3.28,14.1,4.88,5.43,10.9,11.35,8.51,6.69,6.06,6.11,2.51,3.81
October,,,,,,,,,,4.33,2.01,,,7.89,8.69,6.73,6.2,3.85,5.24,6.08,7.92,9.96,4.89,10.11,3.07,6.07,,,,,,8.91,5.04,11.65,5.06,7.07,10.5,5.62,2.12,8.29,2.86,4.74,8.22,4.92,4.06,2.79,10.33,12.23,8.86,2.38,5.16,6.82,3.25,10.5,5.15,7.2,10.55,6.67,10.69,10.28,11.23,6.5,9.52,6.28,13.98,16.01,9.93,4.13,13.04,2.25,10.21,8.28,11.28,14.32,7.73,6.24,1.08,3.4,11.55,8.89,9.08,2.82,7.45,5.75,11.19,6.53,5.25,8.47,7.41,8.93,3.59
