"ARDRISHAIG",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,,,,3.02,,
February,,,,,,,,,,2.61,,
March,,,,,,,,,,6.65,,
April,,,,,,,,,,1.74,,
May,,,,,,,,,,3.13,,
June,,,,,,,,,,4.75,,
July,,,,,,,,,,7.53,,
August,,,,,,,,,,5.72,,
September,,,,,,,,,,9.86,,
October,,,,,,,,,,4.33,,
November,,,,,,,,,,2.25,,
December,,,,,,,,,,6.09,,
Total,,,,,,,,,,57.68,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.68,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
