WINCHBURGH (HOPETOWN OIL WORKS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT096749,Long,-3.449509,Lat,55.958581,Elevation,337,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,1.39,2.12,1.26,3.45,1.59,2.51,2.47,3.04,3.28,,1.22,,2.37,2.89,2.56,4.8,0.75,4.78,2.7,4.06,3.07,3.72,1.63,5.25,2,4.02,4.92,,1.34,,2.74,2.19,2.01,2.75,1.1,6.75,2.64,1.61,2.84,,,,,,,,,
February,,,,1.31,2.25,1.81,3.22,0.74,3.35,1.41,2.59,0.28,,2.75,,2.67,3.48,1.68,2.8,,0.55,2.17,0.04,1.88,0.15,4.54,2.62,3.1,3.12,3.09,,2.42,,2.19,0.73,4.15,2.94,1.08,2.98,2.89,2.96,2.02,,,,,,,,,
March,,,,2.82,2.72,0.98,2.42,1.11,0.72,1.13,2.33,3.05,,0.65,,1.87,1.42,1.96,1.18,,2.38,1.4,2.54,1.17,3.44,0.81,2.2,1.5,1.49,3.67,2.51,1.91,1.39,2.65,0.41,1.53,1.72,2.91,2.19,0.56,2.5,3.16,,,,,,,,,
April,,,,2.06,1.09,1.18,1.88,0.97,1.53,2.44,1.57,0.82,1.94,2.1,,3.33,1.45,0.9,0.66,,0.94,2.7,3.28,1.88,4.48,3.11,0.5,1.1,0.13,1.35,2.85,1.99,2.41,1,2.28,1.02,0.45,,1.77,1.43,2.79,3.56,,,,,,,,,
May,,,,1.1,1.77,1.26,4.62,1.49,2.41,0.4,2.79,,1.3,0.88,,4.14,2.03,1.56,1.43,1.24,1.52,1.14,3.33,2.38,1.82,0.74,0.53,2.45,4.57,0.7,1.83,4.36,1.47,,2.17,3.63,2.08,,2,1.77,1.53,1.02,,,,,,,,,
June,,,,1.47,0.56,1.4,2.75,2.46,0.71,1.89,1.28,,1.57,0.75,,0.08,2.6,3.53,4.85,1.64,2.15,7.35,1.27,2.41,3.07,2.23,0.4,1.29,5.61,1.28,0.39,0.58,1.04,2.8,2.4,1.22,1.34,3.52,5.01,0.89,1.76,1.82,,,,,,,,,
July,,,,0.57,2.5,3.49,3.7,1.55,2.97,0.71,3.38,,2.96,2.95,,2.38,2.76,3.58,1.7,2.04,3.2,4.99,1.57,5.89,4.02,0.95,4.89,4.3,3.47,2.88,6.74,2.91,1.81,2.55,2.75,2.85,3.01,2.78,3.78,2.05,4.22,4.98,,,,,,,,,
August,,,,0.97,1.9,4.11,4.34,4.32,1.82,2.36,5.67,,1.38,4.4,,2.76,1.78,6.1,4.4,3.51,5.8,4.85,1.27,1.59,4.52,1.01,0.46,4.81,2.06,0.96,0.77,4.34,1.8,,3.98,2.33,3.61,,9.87,3.61,3.87,5.89,,,,,,,,,
September,,,,2.15,0.48,1.76,1.27,0.81,4.06,2.14,1.4,,1.54,2.43,,,3.08,5.64,2.27,0.43,3.73,1.85,2.44,2.35,2.88,3.42,2.03,2.62,2.36,0.84,2.29,0.65,3.64,2.95,3.99,2.23,4.57,1.73,3.51,1.82,6.15,1.76,,,,,,,,,
October,,,,1.38,1.47,2.17,5.45,2.48,3.21,1.6,0.73,,1.76,2.34,,2.39,3.9,3.41,3.58,2.51,3.5,2.07,6.3,2.99,5.68,7.14,3.35,3.09,6.97,3.35,3.03,2.72,3.19,4,3.04,3.55,1,1.44,2.08,4.68,2.5,0.61,,,,,,,,,
November,,,,2.69,3.2,0.88,3.31,3.3,1.45,4.64,2.41,,0.94,2.57,,0.65,4.05,1.55,3.21,,4.23,5.36,2.15,1.46,1.37,3.21,3.4,1.81,5.72,4.58,3.32,1.58,0.5,0.85,6.23,0.53,4.2,3.58,3.03,2.53,3.72,5,,,,,,,,,
December,,,,1.91,3.96,4.08,3.1,2.15,1.98,3.02,2.26,,2.7,2.12,,1.9,0.48,1.2,2.63,3.6,1.8,1.51,6.24,0.42,3.46,3.25,3.8,2.2,2.05,1.95,2.57,1.11,1.38,1.9,2.73,1.78,2.43,1.98,3.09,5.5,2.29,4.14,,,,,,,,,
Total,,,,19.82,24.02,24.38,39.51,22.97,26.72,24.21,29.45,,,25.16,,,29.92,33.67,33.51,,34.58,38.09,34.49,27.49,38.61,32.04,29.43,30.27,41.57,29.57,,25.91,,,32.9,26.83,30.1,,46.06,30.37,35.9,36.8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sept 1925 gauge tampered with and value estimated as 4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1940 Oct 3.03; Jan 2.21, Feb 1.29 estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1942 Jan 4.23, Feb 1.43 estimated for snow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1943 May 3.56, Aug 4.5 estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
