"SUTTON (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,TQ250687,Long,-0.204344,Lat,51.403563,,,,,,,
Station no,144,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.79,1.84,0.95,1.23,2.62,3.51,1.57,1.91,1.97,1.89,,
February,6.82,1.00,1.10,2.14,1.44,0.59,2.73,1.94,0.05,1.62,,
March,3.23,2.53,0.39,1.86,1.16,0.76,0.76,1.38,2.12,1.77,,
April,2.45,1.18,2.34,0.34,0.24,1.15,0.30,1.09,1.87,0.77,,
May,2.04,2.45,1.51,3.07,3.67,0.26,1.29,2.55,0.87,1.88,,
June,1.10,1.88,1.16,3.19,1.97,2.05,1.11,4.50,0.70,1.07,,
July,2.18,0.75,3.51,2.69,0.19,5.91,2.43,1.95,1.36,2.98,,
August,2.58,2.09,1.25,2.27,1.20,3.63,3.19,2.96,1.00,3.37,,
September,2.78,3.87,2.32,1.99,1.54,1.92,2.51,3.96,0.07,2.95,,
October,0.92,2.64,3.24,2.21,3.01,1.20,1.75,2.87,2.20,5.18,,
November,5.86,3.03,1.14,4.50,0.58,0.49,2.38,1.60,3.52,3.86,,
December,2.25,2.09,0.55,2.01,1.98,2.59,1.99,2.69,3.56,2.43,,
Total,35.00,25.35,19.46,27.50,19.60,24.06,22.01,29.40,19.29,29.77,,
Calc annual,35.00,25.35,19.46,27.50,19.60,24.06,22.01,29.40,19.29,29.77,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
