YESTER HADDINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT 542 671,Long,-2.732591,Lat,55.895101,Elevation,420,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,,,,,,,2.65,3,0.8,2.95,4.2,1.15,2.84,3.2,1.45,3.6,,,2.2,3.45,2,1.2,4.18,2.2,2.24,3.45,0.77,5.46,3.38,1.12,0.68,,,,,,,,,
February,,,,,,,3.7,1.6,0.8,1.95,1.65,1.8,2.55,1.21,2.3,1.4,,,1.72,1.6,2.6,2.75,3.03,2.05,1.93,1.64,3.14,1.68,0.74,2.74,3.02,,,,,,,,,
March,,,,,,,0.4,2.7,2.1,2.5,2.2,1.1,3.35,1.28,2.25,1.25,,,2.5,0.79,0.7,0.85,4.11,2,1.46,0.98,3.49,3.16,0.73,2.21,1.6,,,,,,,,,
April,,,,,,,2,2.45,1.9,3.55,1.6,4,2,1.9,0.85,1.25,,,2.3,0.6,0.33,4.15,3.75,0.97,1.65,0.48,3.77,3.6,0.97,3.28,2.95,,,,,,,,,
May,,,,,,,4.65,1.56,3.55,0.85,0.85,0.8,3.4,2,2.15,5.15,,,1.55,1.2,0.3,1.27,4.94,1.85,1.61,1.33,1.03,3.32,2.5,3.34,1.52,,,,,,,,,
June,,,,,,,6.8,4.7,1.45,2.1,4.27,2.6,4.15,3.65,0.95,1.85,,,1,2.1,1.65,3.82,3.08,1.24,1.68,3.14,2.59,2.27,3.87,5.12,1.2,,,,,,,,,
July,,,,,,,1.4,2.55,6.05,3.85,2.8,3.95,3.95,0.45,0.9,2.7,,,0.3,0.35,0.85,3.71,3.49,4.86,2.78,2.83,1.39,4.7,0.7,9.79,,,,,,,,,,
August,,,,,,,3.35,2.9,0.6,1.4,2.6,3,4.6,4.9,1.6,3.1,,,3.5,0.18,1.93,0.9,4.99,3.28,5.87,1.25,4.16,5.33,4.43,2.76,,,,,,,,,,
September,,,,,,,8.05,5.1,1.5,1.35,3.56,5.05,2.5,2.45,2.9,1.25,,,4.8,3.8,2.1,4.63,4.97,3.06,2.49,3.52,5.44,1.42,3.09,1.53,5.11,,,,,,,,,
October,,,,,,,2.8,2.1,5,5.45,2.9,1.8,4.15,3.8,11.6,9.05,,,1.7,2.5,4.45,2.18,4.68,3.31,2.82,4.21,1.55,2.83,2.67,0.67,4.78,,,,,,,,,
November,,,,,,,1.9,3.35,3.73,3.8,2.99,5.8,1.45,2.5,4.05,2.9,,,2.39,2.25,1.65,2.61,5.9,3.23,4.27,6.2,4.08,2.65,3.33,2.74,2.9,,,,,,,,,
December,,,,,,,4.65,1.95,2.45,2.3,4.78,2.35,2.9,2.25,3.15,2.6,,,4.5,1.95,4.12,2.91,2.25,1.73,3.29,1.32,8.7,1.5,2.51,0.73,,,,,,,,,,
Total,,,,,,,42.35,33.96,29.93,32.05,34.4,33.4,37.84,29.59,34.15,36.1,,,28.46,20.77,22.68,30.98,49.37,29.78,32.09,30.35,40.11,37.92,28.92,36.03,,,,,,,,,,
