MANCHESTER WHITWORTH PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ848958,Long,-2.230387,Lat,53.458728,Elevation,125,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.17,,1.52,3.5,,,,2.5,2.56,1.96,4.22,1.37,2.08,1.56,3.55,1.15,2.56,2.94,2.14,4.57,2.52,2.25,2.56,3.55,4.29,4.71,2.93,2.71,2.92,2.05,2.9,3.57,7.68,1.82,4.02,4.63,3.39,2.01,2.1,2.07,3.59,3.06,3.83,4.64,2.06,0.78,3.8,4.81,4.49,2.83,4.14,2.31,7.37,2.07,1.8,3.24,3.28,1.4,3.47,2.19,4.87,2.27,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,1.51,,2.2,0.96,,,,2.63,2.85,1.81,3.15,1.65,2.59,1.11,2.61,2.79,0.83,1.25,2,2.56,4.44,1.22,4.02,0.69,3.19,0.36,3.63,4.23,1.05,5,2.9,1.41,3.43,1.02,0.28,3.82,0.09,3.07,0.32,3.03,1.98,4.72,1.07,3.65,1.88,2.98,1.57,2.45,1.58,3.28,5.27,0.41,1.84,1.68,4.03,2.12,1.19,1.68,2.94,1.59,0.88,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,4.48,,1.38,1.44,,,,3.4,1.69,3.65,2.69,2.57,2.21,2.6,0.94,1.39,3.9,3.31,3.69,1.46,1.97,1.73,1.26,5.28,3.02,2.31,2.17,1.6,1.2,1.16,1.44,3.23,1.76,1.01,2.65,0.31,1.81,2.79,2.22,1.22,1.47,1.35,1.09,1.6,2.78,2.67,2.85,0.8,0.48,0.93,0.78,4.99,0.99,1.77,1.82,4.57,2.4,2,2.58,2.02,1.03,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.76,,1.9,2.45,,,,1.58,2.2,2.73,1.49,1.02,2.22,2.82,2.51,2.88,0.72,3.98,1.09,1.42,2.44,1.81,0.94,1.83,4.39,1.19,2.74,2.83,1.62,2.01,1.53,2.05,0.85,1.07,1.63,3.29,2.93,0.98,1.72,2.74,0.91,2.64,0.31,2.13,1.94,1.22,1.43,1.44,2.51,2.16,1.29,2.37,1.41,2.64,3.12,2.17,3.61,2.3,0.68,2.07,3.3,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,0.56,,2.83,2.41,,,,3.4,1.77,0.81,2.93,3.66,1.98,1.46,3.17,1.17,2.45,2.61,1.92,1.42,2.5,2.44,2.95,1.61,5.61,1.92,1.34,2.93,5.2,5.12,3.37,1.41,1.2,2.61,1.96,2.68,4.46,1.76,1.91,0.84,0.57,1.86,3.43,1.91,1.36,1.48,4.05,2.38,3.6,3.82,1.06,2.15,1.1,3.47,1.46,1.74,1.89,1.83,2.66,2.64,0.9,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.96,,3,1.39,,,,1.34,1.11,2.49,1.22,4.99,1.73,1.9,3.53,2.63,3.84,1.85,2.51,2.68,3.56,2.01,1.5,1.49,2.68,0.38,2.06,0.69,2.71,0.06,2.04,4.72,5.32,1.01,2.48,5.59,0.35,3.69,2.04,3.21,3.43,1.19,3.6,2.58,0.89,0.48,0.84,2.85,2.81,4.38,2.92,1.89,4.42,0.83,3.04,1.47,2.55,2.38,2.99,3.05,2.32,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,2.12,,0.83,2.97,,,,3.77,1.42,2.82,1.8,3.55,3.89,4.94,4,0.99,4.15,1.28,4.04,5.56,1.67,1.92,3.86,1.91,6.52,1.17,4.27,4.82,3.62,1.98,3.13,1.87,1.77,3.3,6.15,3.71,3.78,2.83,2.14,1.38,3.67,2.19,4.48,6.12,3.95,2.5,3.69,2.01,3.56,1.32,4.53,2.85,2.58,1.76,3.14,3.25,2.81,4.21,5.18,0.92,5.5,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,2.85,,6.34,0.99,,,,3.93,4.22,5.11,2.39,3.54,2.57,3.41,4.68,2.73,5.39,2.06,2.59,3.55,2.3,5.87,2.95,3.6,1.79,4.14,4.32,4.15,4.96,3.94,3.74,4.06,4.89,3.91,4.51,7.34,1.58,1.1,3.02,2,2.37,1.23,2.54,1.73,1.61,4.65,5.22,5.4,3.72,2.53,4.24,0.37,4,2.68,4.58,4.42,2.24,3.74,5.15,1.06,8.53,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,5.46,,0.51,4.47,,,,4.38,1.2,2.53,1.54,0.85,2.7,2.19,0.19,3.48,1.61,1.55,2.53,0.55,2.15,1.86,8.47,1.84,2.5,0.78,3.17,3.67,3.35,4.11,2.92,5.69,1.01,2.06,2.9,3.11,3.29,1.08,2.5,5.23,3.88,1.02,1.83,1.11,3.46,0.56,1.72,4.19,3.78,2.76,4.64,2.11,2.1,0.56,5.24,2.99,3.33,2.98,4.04,2.34,2.74,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,4.35,,3.48,3.08,,,,6.53,1.62,3.36,5.25,3,1.44,4.71,2.67,2.36,3.56,1.6,1.59,1.3,4.07,5.4,2.99,2.31,1.47,2.22,0.32,4.07,4.26,4.28,3.4,2.46,3.94,5.17,4.57,1.66,6.78,4.58,4.58,5.25,2.98,1.55,6.15,1.5,3.42,4.27,5.3,3.19,3.41,6.07,0.63,0.53,2.41,2.89,2.4,1.27,3.48,2.08,5.45,1.76,2.42,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
