"MANCHESTER WHITWORTH PARK",,,,,,,,,,,,
Grid ref,SJ848958,Long,-2.230387,Lat,53.458728,,,,,,,
Station no,2834,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,2.50,2.56,1.96,4.22,1.37,2.08,1.56,,
February,,,,2.63,2.85,1.81,3.15,1.65,2.59,1.11,,
March,,,,3.40,1.69,3.65,2.69,2.57,2.21,2.60,,
April,,,,1.58,2.20,2.73,1.49,1.02,2.22,2.82,,
May,,,,3.40,1.77,0.81,2.93,3.66,1.98,1.46,,
June,,,,1.34,1.11,2.49,1.22,4.99,1.73,1.90,,
July,,,,3.77,1.42,2.82,1.80,3.55,3.89,4.94,,
August,,,,3.93,4.22,5.11,2.39,3.54,2.57,3.41,,
September,,,,4.38,1.20,2.53,1.54,0.85,2.70,2.19,,
October,,,,6.53,1.62,3.36,5.25,3.00,1.44,4.71,,
November,,,,3.45,2.55,3.11,2.44,2.15,2.50,1.03,,
December,,,,0.96,2.60,0.60,3.08,2.63,2.32,6.48,,
Total,,,,37.87,25.79,30.98,32.20,30.98,28.23,34.21,,
Calc annual,0.00,0.00,0.00,37.87,25.79,30.98,32.20,30.98,28.23,34.21,,
Difference,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
