LYMINGTON-THE-SALTERNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SZ325938,Long,-1.540755,Lat,50.742903,Elevation,4,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,4.18,3.68,2.08,1.39,2.46,4.32,0.91,7.15,0.76,1.19,1,2.82,1.28,4.22,5.29,0.55,3.95,1.39,1.2,3.35,5.17,3.89,3.95,5.08,1.35,2.81,4.16,3.68,2.15,5.53,1.27,4.18,2.21,1.59,1.95,2.49,0.98,4.69,6.23,3.1,4.88,3.13,3.68,3.14,4.66,1.83,1.47,2.03,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,3.46,3.76,0.7,1.32,2.39,3.46,0.66,3.63,1.45,1.17,0.35,3.34,1.71,2.49,1.35,4.22,5.51,5.37,1.17,1.24,3.21,0.39,0.17,2.41,5.4,0.3,4.09,1.66,3.86,1.86,1.11,0.79,1.52,0.04,3.58,0.01,2.91,2.94,4.82,0.57,1.34,3.53,2.75,0.29,0.93,0.66,1.53,2.5,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,0.65,1.24,3.19,2.47,3.47,1.35,5.64,1.52,0.55,2.64,4,1.1,2.16,3.92,3.3,5.39,0.99,3.79,3.04,1.2,4.52,2.31,1.34,2.62,1.62,1.55,0.33,0.5,2.75,2.43,0.22,1.34,1.19,1.31,2.73,2.86,0.87,2.2,3.25,0.31,1.22,3.33,3.6,2.81,0.71,0.2,0.69,1.03,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,3.12,1.16,3.07,1.67,1.92,1.54,2.14,1.3,3.79,2.34,1.49,2.07,1.66,0.04,2.69,1.3,1.24,0.81,2.69,2.53,1.7,3.15,0.88,3.14,3.44,2.63,3.06,2.95,1.85,2.11,0.93,2.66,2.97,2.68,1.42,1.99,3.04,1.65,2.43,0,2.04,0.85,1.48,1.37,0.79,1.6,1.14,2.52,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,0.54,1.08,1.05,2.79,5.49,3.23,0.5,2.67,1.93,1.51,1.71,1.93,1.09,1.27,2.75,0.94,3.75,2.39,2.35,1.46,0.52,1.07,1.62,0.77,2.28,3.41,3.44,1.84,0.63,0.88,2.29,2.09,2.78,4.31,1.85,0.78,1.14,0.45,2.76,1.51,0.96,0.68,1.54,2.74,2.38,0.36,1.86,3.08,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,0.82,2.2,2.62,2.73,2.28,1.04,3.63,1.37,2.23,0.37,3.65,2.62,1.59,3.92,0.65,0.82,0.7,2,1.6,1.17,0.9,2.82,0.32,1.22,0.41,1.76,0,3.34,2.46,2.23,1.31,0.96,2.46,1.62,1.5,1.06,3.28,2.61,0.64,0.84,1.73,0.27,1.16,0.61,1.4,1.62,2.08,4.2,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,0.09,0.9,2.47,1.74,2.44,1.28,0.5,0.79,0.91,2.03,2.79,2.77,0.15,2.09,0.7,3.63,3.82,0.88,3.91,3.7,1.5,5.76,0.78,3.7,1.04,3.15,3.14,1.74,2.44,1.81,1.51,1.78,3.92,2.69,1.97,2.22,0.51,4.05,1.6,2.02,3.6,3.03,1.89,1.77,2.28,2.33,1.72,0.78,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,-999,2.52,2.75,4.02,3.99,3.06,2.93,0.93,1.56,3.18,2.67,2.17,0.93,7,1.37,2.36,1.44,2.39,4.31,2.25,3.54,1.16,1.86,3.11,1.98,2.11,3.2,0.74,3.46,1.89,1.87,2.37,3.41,0.83,0.89,2.95,3.51,0.19,1.3,1.2,2.26,0.01,4.09,2.12,1.01,3.47,1.86,3.49,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,-999,1.04,1.91,1.03,2.65,2.57,1.72,1.13,0.81,2.02,3.9,0.18,1.18,2.37,3.89,1.37,3.8,2.2,1.49,5.79,1.85,2.17,0.91,1.36,2.81,5.22,3.09,0.65,5.06,1.29,0.64,2.96,1.82,3.36,2.36,3.01,2.94,2.82,2.63,2.33,1.39,1.53,0.71,2.48,1.68,1.22,1.31,2.55,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,1.93,2.79,5.08,2.6,10.01,2.94,2.06,6.26,8.08,1.79,8.81,4.66,4.49,4.03,4.45,2.99,4.35,5.33,5.17,2.06,1,2.78,1.22,1.32,5.24,5.4,3.29,3.19,1.67,6.77,4.09,3.1,0.65,5.7,1.78,1.5,4.15,0.94,3.96,2.38,7.25,3.14,0.64,3.83,3.65,3.52,2.65,1.3,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,3.78,3.83,0.52,3.26,1.66,1.5,4.51,4.48,2.9,1.15,0.62,4,4.68,2.13,3.37,4.89,3.16,4.35,1.08,2.57,2.71,1.53,2.31,1.69,1.06,2.63,3.11,7.42,3.37,2.41,8.26,5.18,4.19,1.72,0.55,3.39,7.46,3.64,2.53,3.69,5.05,7.35,2.27,1.05,1.77,5.25,0.37,3.45,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,,1.61,3.41,4.58,1.8,2.5,3.63,0.58,2.52,3.76,3.81,3.99,4.58,8.39,4.08,2.01,9.42,8.63,4.37,1.34,2.87,5.93,2.51,1.45,4.56,2.69,4.77,3.6,0.41,3.92,2.29,5.49,3.57,0.65,1.06,1.03,8.64,3.48,2.09,5.28,3.28,1.22,2.23,1.5,3.66,2,2.04,4.56,3.27,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,22.81,27.61,30.02,26.82,41.26,29.92,25.78,33.75,28.73,23.2,34.98,32.24,29.31,37.56,31.82,37.88,41.34,35.27,29.35,30.19,32.55,29.54,16.81,30.98,29.32,35.74,34.51,28.12,33.62,31.5,28.99,30.98,27.77,26.91,21.61,30.9,34.27,28.27,37.43,21.23,32.94,29.08,25.31,25.87,23.26,24.1,21.24,30.2,23.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899 Aug-Sep -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916 Jul IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
