"LEAMINGTON SPA (PUMP ROOM GARDENS)",,,,,,,,,,,,
Grid ref,SP316654,Long,-1.538175,Lat,52.285836,,,,,,,
Station no,2454,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.42,1.71,1.18,0.84,2.05,3.51,1.23,3.22,,,,
February,2.64,0.46,1.17,2.31,1.43,0.42,2.42,3.23,,,,
March,3.60,1.99,0.92,2.07,2.27,0.73,2.09,1.31,,,,
April,2.21,1.87,1.87,0.55,1.01,0.73,0.17,0.67,,,,
May,2.97,2.72,1.31,3.13,3.96,0.59,1.05,,,,,
June,2.05,1.35,1.57,2.72,2.66,1.79,1.31,,,,,
July,0.76,0.30,3.06,2.64,0.15,1.56,3.24,,,,,
August,4.96,4.49,2.43,3.84,0.28,4.20,1.88,,,,,
September,1.60,0.85,1.78,1.92,1.35,2.01,3.78,,,,,
October,0.83,3.44,2.36,3.19,1.30,2.02,1.23,,,,,
November,5.02,2.36,1.06,4.72,1.34,0.61,1.53,,,,,
December,1.74,2.26,0.88,1.70,1.75,2.85,2.17,,,,,
Total,30.80,23.80,19.59,29.63,19.55,21.02,22.10,,,,,
Calc annual,30.80,23.80,19.59,29.63,19.55,21.02,22.10,8.43,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,NaN,NaN,NaN,,
