"RYDE PIER STREET",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR3112,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.84,4.16,5.15,1.56,2.41,5.01,,,,,,
February,0.74,0.18,3.25,5.07,0.29,5.27,,,,,,
March,2.02,1.25,2.32,1.62,1.79,0.29,,,,,,
April,2.32,1.11,2.95,3.36,2.56,2.36,,,,,,
May,1.10,1.66,0.58,2.76,2.43,3.21,,,,,,
June,2.18,0.02,1.10,0.34,1.95,0.00,,,,,,
July,5.86,0.37,3.48,0.94,2.39,3.16,,,,,,
August,1.13,2.15,2.50,2.19,2.67,3.99,,,,,,
September,2.26,0.60,1.61,2.68,4.96,2.49,,,,,,
October,2.80,1.14,1.03,6.12,5.01,3.46,,,,,,
November,1.82,2.02,2.44,1.59,2.35,3.60,,,,,,
December,3.61,1.99,4.76,3.62,4.59,4.25,,,,,,
Total,31.68,16.65,31.17,31.85,33.40,37.09,,,,,,
Calc annual,31.68,16.65,31.17,31.85,33.40,37.09,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,
