Rainfall at,GORDON CASTLE
,
Station no,,
,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January,1.70,1.75,2.36,3.50,0.68,3.21,1.38,3.53,3.47,1.87,
February,2.38,1.59,1.85,0.61,1.78,1.12,1.29,1.81,3.85,2.76,
March,2.75,2.04,2.72,1.25,1.81,1.42,2.19,2.08,1.10,1.77,
April,1.05,1.50,0.89,1.79,1.78,0.61,2.04,3.37,2.86,2.09,
May,1.03,2.56,2.87,1.24,2.67,1.38,1.54,1.57,0.72,2.86,
June,2.80,1.64,6.20,1.83,1.49,0.32,0.97,1.62,1.06,1.65,
July,3.10,4.76,2.76,1.09,4.48,4.00,3.10,1.64,0.74,0.95,
August,3.96,6.12,4.14,5.10,1.12,3.16,3.90,2.00,4.70,2.04,
September,2.43,4.25,1.73,3.40,3.48,0.87,2.95,2.62,5.05,4.10,
October,3.13,2.01,2.58,1.86,4.88,3.95,1.84,2.75,2.14,4.90,
November,2.17,-999.00,1.61,2.00,4.03,2.39,2.62,1.10,2.08,3.32,
December,2.75,1.15,1.76,2.91,2.08,1.14,4.05,2.56,1.46,2.53,
Total,29.25,36.18,31.47,26.58,30.28,23.57,27.87,26.65,29.23,30.84,
Calc annual,29.25,29.37,31.47,26.58,30.28,23.57,27.87,26.65,29.23,30.84,
Difference,0.00,6.81,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,
