"KILSYTH (CRAIGANNET)",,,,,,,,,,,,
Grid ref,NS717839,Long,-4.060472,Lat,56.030759,,,,,,,
Station no,5350/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,9.05,4.70,2.79,7.37,4.38,4.65,9.07,6.05,2.43,5.80,,
February,3.88,0.97,2.54,6.07,4.10,1.95,4.89,3.60,2.82,4.77,,
March,3.94,5.64,1.76,4.90,3.51,3.34,7.51,2.66,4.36,2.85,,
April,4.68,2.54,2.66,2.66,3.06,1.85,4.17,1.96,4.46,4.97,,
May,2.16,2.57,3.65,5.69,5.56,3.63,3.69,4.60,1.53,3.61,,
June,3.74,4.71,2.60,4.60,2.99,4.02,2.28,4.24,3.28,3.65,,
July,4.85,3.33,8.74,3.08,1.73,7.11,5.68,6.25,7.19,5.33,,
August,7.86,4.80,3.57,6.53,1.57,6.84,5.71,7.25,1.58,4.73,,
September,5.20,3.48,6.01,8.92,5.06,7.26,3.92,5.21,1.39,3.94,,
October,1.51,4.55,3.32,12.00,4.39,5.36,6.11,5.39,5.56,5.31,,
November,8.28,2.70,9.24,10.06,2.72,1.44,2.54,2.42,8.14,7.86,,
December,9.77,5.74,6.82,9.39,9.93,6.79,8.95,7.35,10.77,7.37,,
Total,64.92,45.73,53.70,81.27,49.00,54.24,64.52,56.98,53.51,60.19,,
Calc annual,64.92,45.73,53.70,81.27,49.00,54.24,64.52,56.98,53.51,60.19,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,,
