BILSDALE PRIORY,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6013,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.51,3.51,3.69,2.19,,,,,,,,
February,1.31,0.33,2.31,4.79,,,,,,,,
March,3.19,1.97,2.77,1.93,,,,,,,,
April,4.56,1.61,2.53,1.98,,,,,,,,
May,2.31,1.87,0.97,3.38,,,,,,,,
June,0.72,0.64,2.42,1.06,,,,,,,,
July,6.33,1.34,5.30,3.07,,,,,,,,
August,2.92,5.13,3.20,3.68,,,,,,,,
September,1.27,0.85,3.64,2.92,,,,,,,,
October,2.16,1.80,2.34,3.22,,,,,,,,
November,1.17,2.47,2.36,5.22,,,,,,,,
December,3.83,2.36,4.89,3.44,,,,,,,,
Total,33.28,23.88,36.42,36.88,,,,,,,,
Calc annual,33.28,23.88,36.42,36.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
