"NORTH BERWICK RESERVOIR",,,,,,,,,,,,
Grid ref,NT552841,Long,-2.720772,Lat,56.047660,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.94,1.75,1.04,3.05,2.10,0.50,2.00,0.51,2.26,1.24,,
February,3.03,1.35,1.01,4.02,2.52,0.65,0.35,0.82,0.63,1.20,,
March,1.22,1.23,1.39,2.16,1.42,1.80,1.20,1.30,2.33,4.42,,
April,1.33,1.10,1.05,0.65,1.25,1.50,0.80,1.60,1.63,2.56,,
May,0.98,2.18,2.86,0.77,3.20,0.85,7.30,2.85,2.05,2.21,,
June,1.80,1.07,2.95,1.40,2.15,0.35,1.65,3.05,0.85,1.25,,
July,3.42,0.94,2.18,4.39,1.40,2.00,1.45,2.19,2.89,2.85,,
August,4.02,4.48,2.67,4.23,4.65,2.80,5.20,3.00,1.65,2.31,,
September,1.60,1.09,1.16,2.76,1.50,2.10,0.75,1.19,3.38,1.96,,
October,4.84,1.55,1.28,6.02,0.80,2.50,7.48,6.54,2.20,2.79,,
November,5.02,2.91,0.67,1.39,1.18,3.40,3.79,1.85,1.59,0.19,,
December,3.40,3.55,2.40,1.10,2.00,1.20,1.59,3.90,0.34,3.26,,
Total,33.60,23.20,20.66,31.94,24.17,19.65,33.56,28.80,21.80,26.24,,
Calc annual,33.60,23.20,20.66,31.94,24.17,19.65,33.56,28.80,21.80,26.24,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
