"LEITH NAVIGATION SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1001,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.58,1.09,1.41,2.19,3.62,1.34,3.62,0.77,1.69,0.77,,
February,1.52,2.71,1.65,0.98,1.19,2.10,1.48,1.01,1.38,1.00,,
March,1.63,1.52,2.03,0.81,1.50,1.38,1.99,1.37,3.15,0.83,,
April,3.49,1.24,2.07,1.29,1.01,1.73,1.32,1.09,1.37,2.32,,
May,0.73,1.76,,0.67,2.66,3.04,4.02,1.52,0.91,2.04,,
June,1.28,1.99,,1.58,0.66,0.59,2.15,0.33,2.41,1.44,,
July,3.13,3.84,,3.69,5.22,0.92,2.82,2.47,4.78,3.44,,
August,0.35,5.21,,2.19,2.19,2.45,0.76,1.69,1.51,4.67,,
September,2.68,3.26,,1.62,1.83,2.79,2.47,3.95,0.73,0.83,,
October,3.27,2.17,,2.78,1.34,1.28,3.23,1.27,1.19,3.31,,
November,3.22,2.00,,2.32,1.63,1.11,1.80,3.13,4.27,0.63,,
December,3.55,1.91,6.21,1.08,3.44,1.01,2.44,1.15,0.97,1.25,,
Total,25.43,28.70,30.47,21.20,26.29,19.74,28.10,19.75,24.36,22.53,,
Calc annual,25.43,28.70,13.37,21.20,26.29,19.74,28.10,19.75,24.36,22.53,,
Difference,0.00,0.00,17.10,-0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,,
