LEITH NAVIGATION SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT266767,Long,-3.177784,Lat,55.977651,Elevation,76,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,1.29,2.38,2.29,,2.7,1.07,6.05,2.79,1.34,0.58,1.09,1.41,2.19,3.62,1.34,3.62,0.77,1.69,0.77,3.46,0.59,0.92,0.76,1.91,1.82,0.81,0.72,0.8,3.8,2.72,1.96,1.07,3.83,1.93,0.84,2.69,0.9,2.51,2.25,2.49,0.98,1.38,2.34,2.15,1.32,2.74,1.92,2.36,2.2,2.29,3.32,,,,,,,,,
February,,2.31,1.92,1.39,2.5,1.01,3.46,2.08,0.72,1.58,1.52,2.71,1.65,0.98,1.19,2.1,1.48,1.01,1.38,1,0.82,0.2,1.95,2.37,5.51,0.49,0.79,1.14,0.96,1.43,3.09,1.31,1.08,4.08,2.63,1.22,0.8,0.97,1.09,1.15,2.84,2,2.22,1.01,1.74,1.78,3.2,0.55,3.13,1.92,1.79,0.46,,,,,,,,,
March,,0.89,2.89,1.28,1.15,0.85,3.14,1.53,0.73,2.2,1.63,1.52,2.03,0.81,1.5,1.38,1.99,1.37,3.15,0.83,1.58,3.34,1.01,0.76,1.54,2.31,1.49,2.63,1.35,1.94,1.14,1.6,0.92,3.47,1.8,2.62,1.9,1.91,3.1,4.88,0.94,2.13,2.03,2.75,2.83,1.37,2.81,0.92,0.81,1.19,2.03,2.12,,,,,,,,,
April,,4.53,1.66,0.3,1.4,0.69,3.41,2.69,1.35,2.12,3.49,1.24,2.07,1.29,1.01,1.73,1.32,1.09,1.37,2.32,0.85,0.25,1.04,1.69,1.62,1.1,1.18,1.02,2.04,2.31,1.3,1.29,1.3,1.19,1.84,1.69,0.9,1.56,1.93,2.81,3.3,1.37,0.31,2,1,1.17,2.08,1.6,0.67,2.18,1.55,0.49,,,,,,,,,
May,,0.81,3.33,2.45,1.44,0.75,0.9,2.05,2.49,1.64,0.73,1.76,-999,0.67,2.66,3.04,4.02,1.52,0.91,2.04,1.84,1.85,3.02,1.81,2.93,1.1,0.54,1.29,1.94,4.07,1.07,2.18,2.28,1.18,3.08,0.87,5.67,3.11,2.29,2.26,1.97,1.2,1.69,1.66,2.05,1.53,3.43,1.52,2.85,0.87,2.77,1.8,,,,,,,,,
June,,2.28,3.32,1.12,2.06,1.6,2.32,1.91,2.16,5.03,1.28,1.99,-999,1.58,0.66,0.59,2.15,0.33,2.41,1.44,3.14,0.69,2.94,1.94,2.43,2.08,3.21,3.97,1.62,1.42,3.28,2,2.32,1.57,2.27,1.17,1.61,3.24,0.97,1.54,0.99,2.45,3.86,1.39,0.8,1.51,2.84,1.24,0.36,1.48,1.09,0.18,,,,,,,,,
July,,2.49,3.83,2.85,3.48,3.88,1.97,4.42,0.58,5.59,3.13,3.84,-999,3.69,5.22,0.92,2.82,2.47,4.78,3.44,2.69,3.13,1.23,2.11,3.07,4.77,4.17,2.29,1.45,3.61,3.01,1.06,3.02,4.11,1.44,1.93,1.88,2.93,3.77,2.98,3.87,1.29,1.82,0.57,2.29,2.61,6.28,1.43,3.28,0.72,4.19,2.1,,,,,,,,,
August,,2.43,3.19,3.48,4.56,1.28,2.92,6.77,3.46,2.32,0.35,5.21,-999,2.19,2.19,2.45,0.76,1.69,1.51,4.67,3.41,4.28,4.74,2.93,3.79,4.36,1.89,4.57,3.46,0.67,4.49,3.8,2.13,3.71,4.96,2.81,5.06,4,1.42,1.82,5.06,1,4.18,1.52,1.86,6.18,4.1,4.05,1.64,1.56,4.82,3.97,,,,,,,,,
September,,2.14,4.93,3.27,1.61,2.69,4.18,1.33,2.84,1.65,2.68,3.26,-999,1.62,1.83,2.79,2.47,3.95,0.73,0.83,2.47,4.34,1.25,1.75,0.58,0.59,3.71,1.79,2.33,3.1,1.7,1.06,0.99,2.34,1.83,1.67,0.84,1.99,2.95,2.58,0.81,1.3,2.53,2.47,0.45,1.68,0.85,1,3.31,2.07,1.21,1.74,,,,,,,,,
October,,2.07,4.02,4.96,2.22,2.35,2.69,2.51,1.87,0.94,3.27,2.17,-999,2.78,1.34,1.28,3.23,1.27,1.19,3.31,3.16,1.79,3.68,2.46,2.8,3.24,3.79,1.13,2.86,1.58,4.43,1.92,1.14,5.76,0.82,2.31,6.06,7.22,1.57,4.34,2.68,2.99,2.62,1.44,1.59,2.09,4.25,2.43,2.42,1.98,0.9,3.79,,,,,,,,,
