"BROUGHTON (PUMPING STATION)",,,,,,,,,,,,
Grid ref,SU307338,Long,-1.562910,Lat,51.102685,,,,,,,
Station no,658/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,4.44,4.14,,
February,,,,,,,,,0.20,2.60,,
March,,,,,,,,,3.70,1.76,,
April,,,,,,,,,3.91,1.39,,
May,,,,,,,,,0.92,1.11,,
June,,,,,,,,,0.89,3.57,,
July,,,,,,,,,2.41,3.34,,
August,,,,,,,,,2.21,3.70,,
September,,,,,,,,,0.05,4.76,,
October,,,,,,,,,3.03,10.63,,
November,,,,,,,,,4.28,4.31,,
December,,,,,,,,,7.82,4.53,,
Total,,,,,,,,,33.86,45.84,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.86,45.84,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
