N BALLACHULISH ALLTSHELLACH HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN056601,Long,-5.176107,Lat,56.692061,Elevation,80,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,8.86,13.13,9.73,8.47,13.92,5.98,9.09,10.4,9,6.84,6.41,6.85,6.83,9.06,12.6,3.81,7.63,5.95,13.02,13.81,6.68,12.7,6.57,8.88,12.27,12.97,17.1,2.33,15.63,8.4,15.3,10.71,13.96,7.01,3.27,12.43,14.43,5.04,1.22,0.56,7.42,8.37,8.59,4.87,,,,,
February,,1.65,1.27,11.98,6.31,7.96,5.73,8.42,7.35,4.42,9.78,11.1,5.13,7.33,11.82,8.38,9.77,1.41,13.1,0.45,15.04,4.58,10.23,5.43,2.65,7.59,6.52,5.3,7.32,2.69,0.81,8.37,0.23,5.6,3.31,10.71,5.47,6.59,9.98,13.36,3.62,5.51,2.98,10.28,3.13,10.99,,,,,
March,,3.5,8.17,17.11,5.18,8.9,5.64,6.59,8.76,0.7,6.05,4.13,8.36,11.71,6.07,6.02,2.2,4.11,2.86,3.96,10.09,13.2,3.57,2.58,0.48,4.73,9.4,4.64,8.39,1.9,5.83,1.47,4.65,5.1,4.76,5.85,4.11,1.55,13.87,7.48,7.26,2.51,3.04,6.08,2.44,,,,,,
April,,5.18,3.2,3.12,10.13,3.26,3.72,3.64,2.34,4.77,7.56,7.54,6.6,6.41,7.89,7.19,5.48,3.46,1.45,8.69,2.92,2.59,3.15,3.81,3.57,8.92,4.6,9.13,4.79,3.2,3.14,4.07,6.09,7.37,5.91,4.51,2.19,2.98,1.64,3.98,3.9,3.78,2.85,9.31,5.03,,,,,,
May,,0.9,4.02,4.42,6.79,3.82,4.33,6.16,4.92,5.18,4.23,5.91,3.18,5.43,3.75,1.17,4.87,2.46,3.7,1.62,7.53,6.82,10.47,4.87,4.81,11.49,4.17,3.32,1.25,5.18,5.56,5.28,4.72,2.67,6.06,0.8,2.81,3.98,4.61,2.28,2.89,1.64,3.46,4.33,6.08,,,,,,
June,,6.48,1.3,2.56,4.24,3.07,1.69,6.37,5.11,1.33,1.46,3.3,5.92,6.32,2.8,1.54,3.4,4.78,4.48,7.51,4.46,1.39,5.02,3.25,5.13,2.16,3.29,6.54,6.62,4.74,6.93,7.6,1.5,3.58,2.57,6.12,3.6,4.82,9.99,3.95,2.55,1.09,3.33,6.72,4.78,,,,,,
July,,4.47,3.29,8.09,4.35,6.16,5.79,3.24,3.97,4.62,5.46,5.08,4.39,0.78,2.33,5.01,2.99,2.51,5.77,1.65,4.96,5.94,6.05,8.36,8.49,3.99,4.19,4.77,6.26,5.1,3.44,5.06,7.21,4.82,4.87,4.5,6.14,6.47,6.36,9.19,6.19,8.41,6.8,4.36,2.2,,,,,,
August,,4.92,3.66,9.76,7.79,6.75,6.29,8.2,7.3,5.93,7.35,5.51,3.42,2.65,6.25,2.56,5.48,9.23,6.04,4.96,5.73,5.86,4.8,7.98,5.53,5.76,7.17,6.61,6.8,8.39,10.08,1.48,4.59,7.73,7.74,6.72,5.76,4.67,4.79,4.51,3.89,7.82,8.7,8.3,4.31,,,,,,
September,,5.9,5.92,6.39,8.54,9.03,5.69,2.7,8.62,3.1,2.79,4.67,3.92,2.88,5.16,2.1,2.07,6.19,9.6,8.16,3.35,4.72,3.92,10.83,9.49,4.09,6.33,8.02,6.31,4.82,4.09,2.24,7.71,2.19,10.84,12.52,3.99,6.49,5.59,3.6,5.7,3.54,9.95,7.28,5.37,,,,,,
October,,8.39,7.01,13.47,5,4.96,9.68,4.01,2.3,10.92,4.93,4.13,7.53,6.64,2.72,2.81,13.38,11.45,10.51,2.9,4.14,9.51,5.69,15.73,5.61,7.07,7.61,8.93,11.07,10.78,12.15,6.64,11.17,7.19,14.22,13.51,9.39,3.87,14.66,2.36,9.54,7.2,10.73,12.88,7.52,,,,,,
November,,4.88,3.85,6.73,4.99,5.55,5.48,7.87,7.06,7.02,3.68,10.74,8.22,13.65,10.43,4,11.26,14.75,10.79,7.61,9.38,3.47,5.37,7.46,6.13,1.95,10.18,7.58,11.54,11.09,10.08,11.28,9.74,3.16,1.99,6.89,5.55,1.02,17.39,11.67,8.24,8.5,3.17,4.62,6.85,,,,,,
December,,8.5,8.23,5.68,9.29,6.88,8.77,9.03,9.12,6.65,8.5,14.07,20.66,8.6,14.78,8.41,6.91,4.79,8.17,8.42,7.54,13.42,8.94,6.92,14.13,7.9,6.22,0.7,8.68,15.82,7.79,9.73,11.52,2.19,10.92,4.42,5.55,3.17,10.04,5.09,11.66,7.22,15.27,4.5,7.54,,,,,,
Total,,,58.78,102.44,82.34,74.81,76.73,72.21,75.94,65.04,70.79,83.02,83.74,79.25,80.83,58.25,80.41,68.95,84.1,61.88,88.16,85.31,73.89,89.92,72.59,74.53,81.95,78.51,96.13,76.04,85.53,71.62,84.43,62.31,87.15,83.56,57.83,58.04,113.35,72.51,66.66,57.78,77.7,87.03,63.84,,,,,,
