COLDSTREAM SCHOOL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5086,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,2.32,-999.00,1.64,
February,,,,,,,,,1.17,1.15,1.34,
March,,,,,,,,,3.00,0.10,2.17,
April,,,,,,,,,0.97,1.52,1.25,
May,,,,,,,,,0.88,0.78,0.95,
June,,,,,,,,,4.50,2.00,1.20,
July,,,,,,,,,1.64,3.04,5.39,
August,,,,,,,,,3.80,3.70,4.12,
September,,,,,,,,,1.15,0.36,3.12,
October,,,,,,,,,2.18,2.47,2.08,
November,,,,,,,,,2.44,2.81,3.09,
December,,,,,,,,,1.36,3.53,1.48,
Total,26.09,22.94,22.45,24.43,,28.03,,31.79,25.41,22.83,27.83,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.41,21.46,27.83,
Difference,26.09,22.94,22.45,24.43,NaN,28.03,NaN,31.79,0.00,1.37,-0.00,
