BARNARD CASTLE BOWES MUSEUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ055166,Long,-1.916496,Lat,54.54463,Elevation,550,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,4,5.2,4.12,1.87,2.58,3.5,3.24,2.52,5.79,1.23,4.66,3.02,2.78,1.96,2.37,1.58,4.4,4.44,3.88,5.97,1.78,4.11,2.44,3.58,2.07,5.39,2.06,2.35,7.62,1.09,1.67,2.68,2.72,0.55,2.85,2.7,3.56,3.01,2.78,2.9,4.93
February,1.7,0.1,3.41,5.42,0.91,3.98,2.29,1.09,3.34,0.98,1.4,2.05,0.75,5.1,0.19,4.9,3.6,3.88,1.39,2.51,2.68,3.86,1.69,1.43,1.78,2.72,1.8,3.5,2.13,1.39,5.65,3.65,0.42,2.08,2.54,2.33,2.38,2.73,5.58,0.21,3.04
March,2.8,1.4,2.11,1.62,1.21,1.61,1.36,2.42,3.68,0.15,3.03,1.05,1.68,2,3.21,0.97,2.76,4.25,0.5,3.49,2.35,2.9,2.02,1.25,0.28,0.8,1.42,6.1,1.74,0.87,1.12,3.86,1.41,0.33,1.64,1.89,1.44,1.81,2.89,1.37,2.82
April,5.1,0.7,3.38,2.59,1.68,3.96,1.21,2.16,0.5,0.94,3.45,3.27,2.66,1.15,3.96,3.07,0.91,2.9,0.19,1.03,2.5,2.37,1.39,1.53,1.52,1.79,1.3,6.07,2.56,1.77,2.44,2.13,1.09,2.52,0.7,0.28,0.97,0.21,1.3,2.47,1.69
May,3.1,1.3,1,2.8,6.31,4.17,2.07,2.03,2.33,0.92,0.91,3.06,3.7,2.43,1.66,0.64,2.88,2.9,3.29,0.73,1.4,1.18,1.97,3.02,1.07,3.21,2.08,2.31,1.2,0.89,1.59,3.55,1.91,3.11,3.78,2.04,0.67,1.79,3.69,0.53,2.35
June,1.1,0.4,1.17,0.9,1.35,0.06,3.05,2.5,5.44,1.34,1.27,4,1.33,2.85,1.67,2.88,4.2,1.12,2.75,1.79,0.26,0.36,0.78,1.39,1.58,2.23,1.61,2.42,3.01,1.2,0.9,0.96,1.15,2.39,2.08,2.04,2.63,1.18,3.69,1.99,0.57
July,4.3,1.8,4.52,2.13,4.32,1.03,2.89,4.41,1.02,2.93,5.31,4.95,3.11,1.62,1.53,0.7,2.48,1.62,2.61,3.58,4.4,1.25,2.07,1.37,4.08,1.8,2.84,2.72,0.55,2.51,3.1,0.99,0.72,2.49,1.13,0.78,3.44,3.59,2.44,1.2,4.16
August,1.1,3.7,1.77,4.13,1.36,3.49,2.33,7.25,6.17,2.51,5.83,4.18,1.82,0.95,2.69,2.91,1.95,1.48,2.52,3.84,0.44,1.88,2.26,4.48,1.23,4.05,4.15,0.31,3.43,1.71,4.96,3.64,2.28,4.24,5.32,0.87,7.28,4.34,3.26,0.8,2.87
September,1.2,0.8,4.57,2.6,2.83,2.43,3.41,5.1,0.32,1.11,4.88,2.78,2.65,1.76,1.67,7.42,4.79,1.5,1.54,1.17,1.3,0.09,2.26,2.62,5.94,1.52,4.39,2.07,2.4,2.46,3.89,1.39,3.53,2.14,3.17,1.26,3.67,4.14,3.17,1.21,2.9
October,2.8,1.9,1.75,3.4,4.04,3.33,3.1,2.63,3.3,2.4,2.68,0.95,3.98,3.24,4.03,5.18,2.59,2.41,5.71,5.88,4.11,3.93,1.86,2.69,4,4.34,1.16,0.89,1.57,4.04,1.5,1.18,3.4,1.75,5.21,1.98,1.66,2.72,1.93,2.02,6.74
November,1.3,2.3,1.17,5.08,1.82,2.24,4.66,3.5,5.34,4.14,3.22,3.44,1.72,2.66,1.8,5.45,3.31,2.08,3.78,4.4,3.67,3.41,1.02,2.04,6.19,0.91,7.03,2.51,1.38,4.11,5.18,8.19,2.32,1.89,6.04,1.89,0.95,1.77,0.66,5.69,4.13
December,3.8,3.8,4.42,2.5,3.94,5.27,1.32,2.28,1.58,6.64,2.85,1.87,1.38,0.82,5.44,1.84,3.41,3.78,5.26,1.13,2.06,0.84,2.75,1.65,3.37,1.29,3.45,2.73,3.02,4.25,2.04,5.02,2.14,1.18,2.99,4.37,4.49,3.38,4.67,4.56,3.46
Total,32.3,23.4,33.39,35.04,32.35,35.07,30.93,37.89,38.81,25.29,39.49,34.62,27.56,26.54,30.22,37.54,37.28,32.36,33.42,35.52,26.95,26.18,22.51,27.05,33.11,30.05,33.29,33.98,30.61,26.29,34.04,37.24,23.09,24.67,37.45,22.43,33.14,30.67,36.06,24.95,39.66
