"BARNARD CASTLE BOWES MUSEUM",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3510,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.00,5.20,4.12,1.87,2.58,3.50,3.24,2.52,5.79,1.23,4.66,
February,1.70,0.10,3.41,5.42,0.91,3.98,2.29,1.09,3.34,0.98,1.40,
March,2.80,1.40,2.11,1.62,1.21,1.61,1.36,2.42,3.68,0.15,3.03,
April,5.10,0.70,3.38,2.59,1.68,3.96,1.21,2.16,0.50,0.94,3.45,
May,3.10,1.30,1.00,2.80,6.31,4.17,2.07,2.03,2.33,0.92,0.91,
June,1.10,0.40,1.17,0.90,1.35,0.06,3.05,2.50,5.44,1.34,1.27,
July,4.30,1.80,4.52,2.13,4.32,1.03,2.89,4.41,1.02,2.93,5.31,
August,1.10,3.70,1.77,4.13,1.36,3.49,2.33,7.25,6.17,2.51,5.83,
September,1.20,0.80,4.57,2.60,2.83,2.43,3.41,5.10,0.32,1.11,4.88,
October,2.80,1.90,1.75,3.40,4.04,3.33,3.10,2.63,3.30,2.40,2.68,
November,1.30,2.30,1.17,5.08,1.82,2.24,4.66,3.50,5.34,4.14,3.22,
December,3.80,3.80,4.42,2.50,3.94,5.27,1.32,2.28,1.58,6.64,2.85,
Total,32.30,23.40,33.39,35.04,32.35,35.07,30.93,37.89,38.81,25.29,39.49,
Calc annual,32.30,23.40,33.39,35.04,32.35,35.07,30.93,37.89,38.81,25.29,39.49,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,
