LYNMOUTH-GLENTHORNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS798496,Long,-3.7221,Lat,51.2333,Elevation,93,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,6.06,7.3,2.5,8.66,2.36,4.11,1.94,1.81,4.76,6.02,6.65,3.69,7.52,4.29,1.58,1.97,7.64,5.14,1.98,3.11,4.91,3.8,0.61,2.78,1.03,9.49,5.53,3.55,,,,,,,,
February,,,,,3.21,2.36,5.72,4.16,2.55,6.62,6.69,5.41,3.45,7.62,4.54,5.59,0.49,1.04,1.03,3.58,1.26,0.01,3.7,6.23,3.79,0.12,0.62,4.01,2.69,5.18,8.36,,,,,,,,,
March,,,,,2.78,2.16,6.44,3.04,2.78,1.27,3.43,3.33,2.36,1.36,3.8,1.29,3.44,2.03,4.86,4.31,1.74,2.19,1.02,0.41,4.42,3.94,4.83,6.52,1.48,2.2,1.22,,,,,,,,,
April,,,,,3.06,2.9,3.95,4.04,3.12,2.17,2.41,1.69,4.9,1.12,1.6,2.87,2.8,1.57,1.88,2.16,2.9,2.07,1.82,0.14,1.79,1.87,1.04,4.54,2.08,4.55,1.75,,,,,,,,,
May,,,,,0.88,3.47,0.28,3.7,5.58,2.73,1.81,2.04,2.07,1.26,2.13,3.08,3.96,2.92,1.7,3.53,,3.52,1.29,2.78,2.29,0.53,0.08,1.46,4.37,3.43,2.26,,,,,,,,,
June,,,,,0.9,3.87,1.44,2.14,2.71,6.47,2.27,2.88,2.93,2.62,2.02,2.25,0.91,0.17,2.47,0.74,2.26,2.43,2.26,0.64,1.79,1.19,2.79,3.1,1.67,0.67,2.29,,,,,,,,,
July,,,,,1.62,3.35,1.21,4.82,3.06,3.09,5.29,1.78,5.17,2.87,2.36,0.5,2.67,1.63,6.22,1.85,2.87,3.05,2.17,4.82,4.59,3.99,1.11,1.82,0.52,0.78,1.55,,,,,,,,,
August,,,,,5.37,3.77,3.91,4.72,5.93,5.65,0.98,5.84,5.51,1.71,2.87,1.65,2.08,1.86,3.6,3.45,4.11,7.46,4.95,2.96,4.49,5.34,1.4,4.88,2.73,2.65,3.55,,,,,,,,,
September,,,,3.37,5.93,4.79,8.97,3.15,4.71,5.59,2.4,1.72,3.68,5.59,1.92,5.81,3.58,6.23,1.06,1.54,0.99,3.29,4.14,3.9,2.08,1.16,6.82,6.69,1.6,4.58,1.81,,,,,,,,,
October,,,,4.77,5.88,7.01,3.52,5.07,8.91,2.55,10.92,3.87,7.59,5.2,2.56,5.68,10.18,4.17,1.55,6.82,3.09,9.12,4.91,5.36,5.6,8.48,6.19,1.06,9.4,5.01,6.8,,,,,,,,,
November,,,,3.73,2.68,8.49,4.08,10.94,4.7,1.17,5.55,6.92,8.58,8.26,2.69,4.52,4.86,6.09,8.79,1.85,4.45,4.74,3.78,3.59,8.31,7.33,1.5,3.8,6.57,4.24,6.15,,,,,,,,,
December,,,,2.04,6.1,2.47,9.7,4.77,3.5,2.65,7.34,5.6,7.85,2.4,7.69,2.09,6.24,4.44,5.25,2.85,2.58,9.42,2.77,7.12,3.65,5.62,7.93,8.73,6.91,4.89,9.6,,,,,,,,,
Total,,,,,44.47,51.94,51.72,59.21,49.91,44.07,51.03,42.89,58.85,46.03,40.83,39.02,48.73,36.44,39.99,34.65,,52.44,34.79,41.06,47.71,43.37,34.92,49.39,41.05,47.67,50.87,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890 May No observations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
