"SOUTH MOLTON EAST STREET",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1628,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,5.09,3.86,3.08,2.68,3.83,4.86,1.31,2.95,1.59,7.37,,
February,0.93,0.16,4.44,6.02,3.27,0.23,1.36,6.44,4.00,3.04,,
March,2.47,2.64,1.07,0.87,3.79,3.94,6.96,4.54,1.31,1.34,,
April,3.45,1.70,2.32,0.28,2.16,1.74,1.50,5.09,1.81,3.98,,
May,3.37,3.24,1.57,2.21,3.53,0.25,0.08,1.89,4.16,3.58,,
June,4.17,1.14,2.42,0.73,2.26,1.46,1.23,2.71,2.64,1.67,,
July,3.59,4.54,2.74,8.59,6.75,4.55,1.52,1.41,0.60,0.31,,
August,4.77,7.52,4.58,2.29,4.16,4.98,2.95,6.53,3.84,2.35,,
September,1.94,4.47,5.00,3.53,2.20,1.36,7.16,5.22,1.92,3.46,,
October,4.48,6.75,5.70,5.58,6.37,5.98,4.87,1.38,6.21,4.90,,
November,5.69,3.78,3.78,4.18,6.72,6.42,1.54,3.43,5.05,3.92,,
December,1.44,6.47,4.13,5.15,4.58,5.13,6.16,5.42,5.33,4.31,,
Total,41.39,46.27,40.83,42.11,49.62,40.90,36.64,47.01,38.46,40.23,,
Calc annual,41.39,46.27,40.83,42.11,49.62,40.90,36.64,47.01,38.46,40.23,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,,
