SOUTH-MOLTON-EAST-STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS715258,Long,-3.8326,Lat,51.0179,Elevation,430,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,4.77,7.71,1.95,6.01,2.35,3.92,1.43,3.91,3.27,3.85,5.45,3.63,7.5,3.14,2.72,2.21,5.09,3.86,3.08,2.68,3.83,4.86,1.31,2.95,1.59,7.37,5.26,5.77,3.05,,,,,,,
February,,,,,2.52,2.26,5.11,4.41,2.36,4.1,4.39,3.91,2.56,4.93,3.49,4.26,1.2,1.03,1.96,5.54,0.93,0.16,4.44,6.02,3.27,0.23,1.36,6.44,4,3.04,5.01,1.51,1.47,,,,,,,
March,,,,,1.98,1.74,6.87,2.92,2.51,1.47,2.1,4.06,1.51,0.7,2.75,1.87,3.75,1.85,4.76,4.74,2.47,2.64,1.07,0.87,3.79,3.94,6.96,4.54,1.31,1.34,1.27,2.32,5.06,,,,,,,
April,,,,,2.44,2.1,5.12,4.09,3.04,1.9,2.49,1.68,5.17,1.82,1.65,3.04,2.45,2.07,1.65,2.32,3.45,1.7,2.32,0.28,2.16,1.74,1.5,5.09,1.81,3.98,1.89,3.5,0.69,,,,,,,
May,,,,,0.7,2.9,0.5,3.18,5.51,2.23,1.81,2.23,2.22,1.65,1.65,3.52,3.52,2.16,1.27,2.89,3.37,3.24,1.57,2.21,3.53,0.25,0.08,1.89,4.16,3.58,1.64,0.73,3.27,,,,,,,
June,,,,,1.52,4.58,1.26,1.94,2.74,7.03,3.15,3.7,4.18,3.71,2.1,3.21,1.09,0.14,3.56,0.28,4.17,1.14,2.42,0.73,2.26,1.46,1.23,2.71,2.64,1.67,2.97,3.22,4.21,,,,,,,
July,,,,4.33,3.11,3.66,1.43,5.51,1.95,5.13,7.66,2.78,6.95,4.33,3.47,1.02,2.98,1.6,6.49,2.45,3.59,4.54,2.74,8.59,6.75,4.55,1.52,1.41,0.6,0.31,1.46,0.97,2.57,,,,,,,
August,,,,7.84,4.99,2.93,3.37,5.98,6.35,6.3,1.44,4.6,5.64,2.97,3.08,2.63,3.4,1.59,3.23,3.48,4.77,7.52,4.58,2.29,4.16,4.98,2.95,6.53,3.84,2.35,3.29,3.02,2.79,,,,,,,
September,,,,2.84,6.95,5.25,7.11,2.96,4.1,3.42,5.74,3.08,4.15,5.95,2.04,7.03,3.37,6.08,1.84,1.87,1.94,4.47,5,3.53,2.2,1.36,7.16,5.22,1.92,3.46,2.05,3.08,1.85,,,,,,,
October,,,,4.69,5.9,7.71,3.13,4.41,6.78,2.81,6.74,3.69,6.89,4.04,2.35,7.21,8.38,4.89,2.17,6.09,4.48,6.75,5.7,5.58,6.37,5.98,4.87,1.38,6.21,4.9,6.41,3.76,4,,,,,,,
November,,,,3.52,3.19,7.59,4.45,7.54,5.12,0.73,4.32,5.12,7.65,6.11,2.54,3.77,4.6,3.36,8.38,2.57,5.69,3.78,3.78,4.18,6.72,6.42,1.54,3.43,5.05,3.92,4.16,1.81,4.51,,,,,,,
December,,,,1.4,4.84,2.82,9.3,3.81,3.87,1.98,7.89,5.64,7.23,3.27,5.56,2.1,6.61,5.04,4.39,3.76,1.44,6.47,4.13,5.15,4.58,5.13,6.16,5.42,5.33,4.31,6.17,7.56,3.77,,,,,,,
Total,,,,,42.91,51.25,49.6,52.76,46.68,41.02,49.16,44.4,57.42,43.33,36.13,43.29,48.85,32.95,42.42,38.2,41.39,46.27,40.83,42.11,49.62,40.9,36.64,47.01,38.46,40.23,41.58,37.25,37.24,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873 Gauge moved from Broad Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123 East St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
