CALLENDER MCLAREN HIGH SCHOOL,,,,,,,,,,,,
Grid ref,NN627077,Long,-4.217051,Lat,56.241934,,,,,,,
Station no,5515/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.85,100.00,1.94,6.77,3.23,4.40,10.22,7.43,,4.63,,
February,2.91,100.00,2.59,5.63,3.88,1.85,4.18,2.93,,4.65,,
March,4.84,100.00,0.99,4.34,2.17,2.85,7.22,2.11,,3.94,,
April,6.40,3.08,2.77,2.33,3.62,1.73,2.61,2.39,,5.89,,
May,1.50,1.85,,5.04,4.24,3.53,3.21,4.31,,4.51,,
June,1.87,1.99,3.65,3.82,2.84,3.29,2.51,2.82,,3.10,,
July,4.11,2.73,,3.93,1.31,6.27,4.59,5.11,,4.88,,
August,6.51,2.55,,6.13,1.21,5.35,4.64,7.00,,4.58,,
September,3.64,1.59,,7.70,4.71,7.34,3.56,5.91,1.35,3.72,,
October,2.33,5.11,3.20,10.23,4.89,4.30,6.61,5.80,6.12,4.22,,
November,8.84,2.49,8.76,9.63,2.50,2.11,1.85,2.48,7.94,6.75,,
December,8.50,5.85,7.40,10.70,10.91,8.54,8.19,7.25,10.02,8.36,,
Total,57.30,,,76.25,45.51,51.56,59.39,55.54,,59.23,,
Calc annual,57.30,327.24,31.30,76.25,45.51,51.56,59.39,55.54,25.43,59.23,,
Difference,0.00,NaN,NaN,0.00,-0.00,0.00,-0.00,0.00,NaN,0.00,,
