"KILLARNEY ASYLUM",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6026,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,,,,5.16,5.92,,
February,,,,,,,,,1.45,4.38,,
March,,,,,,,,,5.19,2.05,,
April,,,,,,,,,2.62,3.64,,
May,,,,,,,,,3.78,4.68,,
June,,,,,,,,,3.16,1.77,,
July,,,,,,,,,5.13,1.25,,
August,,,,,,,,4.10,3.80,6.64,,
September,,,,,,,,3.98,0.87,3.40,,
October,,,,,,,,3.99,5.77,6.64,,
November,,,,,,,,3.67,4.69,3.66,,
December,,,,,,,,5.81,10.21,5.86,,
Total,,,,,,,,,51.83,49.89,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.55,51.83,49.89,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,,
