SUNNINGHILL (CEDARS),,,,,,,,,,,,
Grid ref,SU939686,Long,-0.651320,Lat,51.408660,,,,,,,
Station no,770/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,1.23,2.87,3.87,1.75,2.82,2.60,2.64,,
February,,,,2.62,1.45,0.26,3.20,2.61,0.14,2.52,,
March,,,,2.22,1.03,0.60,1.18,1.74,2.55,1.55,,
April,,,,0.35,0.30,1.58,0.24,1.23,2.31,0.66,,
May,,,,2.97,4.51,0.24,1.21,2.22,0.55,1.71,,
June,,,,4.44,2.89,2.16,1.71,3.89,0.87,1.43,,
July,,,,2.66,1.26,4.12,3.39,2.04,2.23,2.61,,
August,,,,2.90,1.20,4.03,3.02,3.40,1.15,3.13,,
September,,,,2.40,1.80,2.79,3.07,4.10,0.52,2.73,,
October,,,,2.30,4.27,3.26,1.95,2.44,2.76,7.65,,
November,,,,4.46,2.14,0.48,2.67,2.37,2.74,4.27,,
December,,,,2.12,2.50,3.19,2.38,3.46,4.04,2.73,,
Total,,,,30.67,26.22,26.58,25.77,32.32,22.46,33.63,,
Calc annual,0.00,0.00,0.00,30.67,26.22,26.58,25.77,32.32,22.46,33.63,,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
