"SHAFTESBURY (MODERN SCHOOL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1631,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.03,3.19,3.92,1.38,4.36,3.24,4.51,2.55,3.67,1.32,3.93,
February,0.78,0.38,2.41,5.90,0.58,4.15,2.11,3.79,1.98,1.30,1.18,
March,2.19,1.70,2.22,2.00,1.12,0.80,0.80,3.65,2.23,0.18,1.65,
April,4.02,0.93,3.03,2.87,2.73,3.13,3.56,1.70,1.43,0.74,2.00,
May,1.26,1.68,0.84,2.09,4.11,4.64,2.47,1.59,1.77,2.46,2.27,
June,2.27,0.34,1.18,0.60,1.73,0.02,2.54,2.81,2.48,1.59,1.09,
July,6.81,0.45,3.63,1.63,3.71,2.82,1.77,2.00,2.26,1.65,1.56,
August,1.96,1.50,4.64,2.15,3.71,2.85,1.04,4.34,2.53,1.12,2.46,
September,1.60,1.53,1.77,2.87,3.09,3.04,0.76,6.40,2.15,0.65,3.15,
October,2.79,1.57,1.43,5.88,5.58,3.89,2.54,2.46,5.12,4.38,2.33,
November,1.75,2.45,1.49,1.78,3.85,2.31,7.12,3.44,2.35,6.58,4.66,
December,2.30,2.35,3.37,2.90,4.84,3.86,0.39,3.54,2.33,5.24,3.63,
Total,31.76,18.07,29.93,32.05,39.41,34.75,29.61,38.27,30.30,27.21,29.91,
Calc annual,31.76,18.07,29.93,32.05,39.41,34.75,29.61,38.27,30.30,27.21,29.91,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
