HORSHAM-TOWER-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ160296,Long,-0.346316,Lat,51.054039,Elevation,220,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,3.99,2.23,2.92,2.27,2.35,0.89,5.04,5.81,3.23,4.68,2.79,2.52,2.77,6.6,1.77,1.77,2.04,2.57,4.89,0.77,0.96,3.64,2.34,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,1.14,2.23,0.46,3.2,0.13,3.77,2.22,4.49,0.8,1.7,2.65,3.08,0.45,1.73,0.75,1.82,2.53,1.68,1.33,1.33,4.87,5.67,0.62,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,1.55,0.44,1.48,3.13,2.86,0.53,1.98,3.72,0.47,1.1,3.03,2.97,2.22,0.44,0.09,1.54,0.78,5.87,0.7,1.03,1.26,2.76,2.73,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,2.36,3.71,2.36,0.64,2.54,3.21,1.66,2.92,0.17,2.57,1.08,1.33,1.54,1.32,1.77,0.79,2.07,1.75,2.19,1.49,2.26,2.13,1.77,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,2.14,2.86,3.56,1.52,0.47,1.32,0.78,2.47,1.73,1.45,1.21,1.75,3.25,2.94,0.58,1.72,2.67,1.56,3.37,1.5,1.13,2.27,3.1,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,0.49,1.5,1.42,1.55,1.01,3.1,3.91,1.19,0.64,0.94,0.27,1.77,0.12,1.6,1.46,2.77,3.07,2.66,2.79,0.67,1.5,2.04,1.23,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,2.09,3.27,4.02,1.75,2.03,0.8,4.42,1.02,1.59,2.68,2.33,2.36,1.84,1.45,2.08,3.33,2.12,1.19,1.31,0.3,3.17,1.71,1.02,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,3.67,4.31,0.45,0.81,2.33,3.56,0.42,2.06,1.85,2.39,0.12,3.93,2.72,1.09,1.8,1.86,5.15,0.63,3.72,1.3,2.31,4.8,2.83,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,2.95,1.54,1.89,3.09,2,3.81,2.22,1.83,2.55,1.76,1.26,0.29,1.81,1.25,2.14,2.22,3.54,1.25,1.99,1.48,2.81,2.96,2.86,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,1.91,0.46,6.23,1.69,2.31,4.74,1.46,3.09,3.1,5.27,3.68,0.96,4.35,4.35,3.42,3.39,0.77,0.54,1.86,7.66,0.3,1.15,3.38,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,8.48,5.19,4.25,1.23,0.87,3.76,6.68,4.62,2.04,3.73,5.21,7.1,3.53,1.54,1.46,4.68,0.25,5.23,1.19,1.47,3.52,5.92,5.78,3.73,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,,8.06,2.74,0.81,0.71,0.67,8.12,4.06,2.75,3.65,3.69,1.71,2.02,2.04,3.04,2.09,2.39,3.61,3.26,2.14,4.17,1.39,1.56,3.16,2.46,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
