LAMMERMUIR HILLS (STOBSHEIL RES) - gauge B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT501617,Long,-2.798482,Lat,55.845915,Elevation,950,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,1.14,3.7,3.56,2.87,2.12,2.48,1,1.46,5.15,3,4.32,1.9,1.98,2.05,4.32,4.97,2.35,4.35,1,2.56,2.65,2.51,3.13,1.56,1.23,4.54,3.27,3.02,5.58,1.11,2.69,3.84,3.1,2.17,4.62,2.05,3.67,5.38,1.44,0.57,3.42,2.18,0.81,2.49,2.06,2.2,3.44,1.99,1.35,3.67
February,,1.64,2.47,1.13,2.36,4.4,2.83,3.54,2.92,3.15,1.9,2.4,2.41,4.92,0.98,5.08,2.26,0.95,2.12,0.6,1.8,2.13,1.63,2.14,0.12,2.13,3.16,4.09,1.79,1.86,1.98,3.31,2.49,1.41,1.96,3.29,1.21,1.19,2.34,0.81,2.97,3.52,0.66,1.03,2.09,2.18,2.77,3.31,2.24,0.59,3.63
March,,2.4,2.65,2.92,3.54,1.74,4.48,1.18,1.12,3.6,2.95,2.34,2.53,1.49,0.53,3.18,2.6,2.94,3.17,0.28,2.38,2.7,2.99,0.89,4.73,1.4,4.03,4.08,0.53,4.22,3.38,2.68,1.14,1.38,0.75,0.82,2.58,4.42,1.1,1.18,1.91,3.93,1.65,0.36,2.2,1.57,1.34,2.1,1.7,1.19,1.7
April,,1.58,0.39,2.91,1.02,1.13,4.48,2.1,1.12,2.75,3.3,1.49,3.29,2.08,1.04,2.78,2.5,1.34,1.08,1.98,2.42,3.76,1.84,1.8,3.89,2.46,2.41,1.05,0.29,1.23,2.42,1.42,1.3,1.2,1.83,1.41,0.59,3.97,2.1,1.2,2.14,3.77,1.88,3.56,0.77,1.12,0.62,1.2,2.01,2.5,1.43
May,,0.92,1.65,3.42,2.26,1.56,5.43,1.88,2.76,0.85,1.82,2.15,0.69,3.65,4.88,3.57,2.97,1.69,2.1,2.63,1.78,2.02,2.79,1.36,3.08,1.39,1.03,3.52,3.62,1.2,2.13,2.62,2.12,4.55,3.12,4.58,1.78,3.53,1.72,2.02,0.84,2.62,1.91,2.09,6.3,1.86,0.74,1.64,2.44,0.57,1.74
June,,5.43,5.08,1.99,3.17,1.41,4.32,1.3,0.74,1.75,1.1,0.63,1.83,1.11,2.01,1.15,4.71,2.87,6.73,3.31,1.51,4.27,1,1.9,2.86,2.44,2.95,1.17,4.8,3.54,0.55,1.37,1.41,2.53,2.15,2.41,1.93,2.85,3.82,1.18,1.54,2.15,2.58,2.68,2.55,0.81,2.29,1.32,3.19,2.68,1.25
July,,1.12,1.6,0.95,2.55,6.12,5.05,1.29,3.45,1,3.5,2.16,3.78,2.08,4.74,2.03,4.96,3.66,1.84,2.28,5.25,4.07,3.29,4.11,2.1,1.12,3.85,4.23,2.87,2.46,10,2.69,4.86,2.98,2.2,2.03,3.46,2.53,2.32,2.58,2.39,2.81,2.04,4.35,2.67,2.97,5.02,5.43,5.2,2.52,3.24
August,,0.94,4.81,1.72,2.9,5.13,3.93,8.83,2.7,2.22,5.57,5.31,2.28,4.66,4.45,3.06,1.62,9.47,5.73,5.46,7.72,7.82,0.5,0.57,3.12,2.92,1.91,4.43,1.96,1.69,1.09,4,2.58,3.57,2.97,4.43,5.03,0.16,11.79,2.71,3.45,7.15,3.48,2.59,5.66,0.98,8.5,8.21,3.34,0.81,4.23
September,,1.42,4.11,2.58,0.82,2.8,2.6,1.2,4.54,2.12,1.36,1.57,2.31,2.65,4.77,5.34,4.29,7.55,2.51,0.29,3.85,2.11,1.98,2.33,2.15,2.25,3.73,1.87,3.25,2.45,2.84,0.97,1.59,1.63,5.39,2.86,3.42,1.49,2.76,1.36,6.89,1.29,4.53,3.62,3.69,1.7,3.37,1.99,2.43,0.7,2.48
October,,4.12,3.37,3,2.71,2.78,4.81,2.7,4.6,4.35,2.3,3.85,5.24,3.48,3.3,2.62,3.82,3,4.51,3.39,4.8,1.52,7.99,3.43,2.44,7.43,2.11,3.69,5.54,5.16,3.26,3.3,2.78,2.6,2.56,3.14,0.5,0.94,2.12,4.6,2.2,0.65,2.92,1.89,5.02,2.54,1.43,1.85,1.56,2.4,6.2
November,,5.65,1.64,2.02,4.17,2.02,5.38,1.95,2.3,7.3,2.62,2.45,1.27,3.92,4.93,1.25,4.83,3.8,3.75,3.89,3.11,1.82,1.37,3.25,4.95,3.64,3.59,0.97,4,3.63,4.9,4.19,0.9,1.23,6.29,0.42,5.87,3.6,1.68,4.34,4.52,5.41,4.56,2.81,4.35,1.52,1.07,1.89,0.94,7.18,
December,,3.95,1.26,1.12,6.44,6.09,3.04,2.2,2.1,3.4,3.6,2.11,2.97,3.7,3.8,3.51,0.97,3.12,2.42,4.5,2.14,1.18,3.2,2.5,4.66,3.08,1.83,5.83,3.75,1.31,2.72,0.78,1.89,1.26,3.07,2.45,2.76,2.21,2.43,2.96,2.72,1.77,4.52,2.4,2.94,4.83,3.76,3.3,5.97,5.47,
