"LAMMERMUIR HILLS, WANSIDE RESERVOIR, A (= STOBSHEIL RES)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT501622,Long,-2.798574,Lat,55.850407,Elevation,998,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,0.94,3.17,3.09,2.52,1.78,1.98,1.28,1.04,4.07,1.85,3.21,1.46,1.27,1.84,2.68,3.59,1.62,3.06,0.63,1.92,1.88,2.15,2.69,1.37,1.08,4.22,3.07,2.82,5.26,0.96,2.31,3.38,,,,,,,,
February,,1.32,2.11,1.24,1.91,4.08,3.03,1.98,2.46,2.86,1.36,1.67,1.67,3.41,0.8,3.31,,0.87,1.28,0.4,1.27,1.55,1.23,1.88,0.07,1.61,2.8,3.62,1.54,1.58,1.59,2.85,2.3,,,,,,,,
March,,1.74,2.03,2.02,3.12,1.38,4.89,1.04,0.78,1.77,2.15,1.81,2.04,1.21,0.47,2.76,1.75,2.61,2.46,0.21,2.22,1.99,2.32,0.8,4.27,1.25,2.97,3.52,0.44,3.67,2.7,2.26,1.08,,,,,,,,
April,,1.41,0.33,2.52,0.93,1.13,3.81,1.51,0.89,2.19,2.59,0.92,2.75,1.74,0.82,2.43,1.98,1.09,0.84,1.7,1.96,2.89,1.54,1.48,3.51,2.05,1.8,0.83,0.19,1.03,2.3,1.22,1.16,,,,,,,,
May,,0.85,1.57,2.99,2.25,1.36,5.26,1.71,2.29,0.71,2.51,1.41,0.55,3.18,4.64,3.21,2.57,1.54,1.95,2.2,1.26,1.79,2.3,1.13,2.9,1.11,0.87,3.26,3.45,0.99,1.89,2.33,1.82,,,,,,,,
June,,5.32,4.85,1.75,2.71,1.27,3.18,1.05,0.63,1.6,1.18,0.72,1.88,0.95,1.65,1,4.2,2.6,5.93,2.65,1.39,3.68,0.93,1.63,2.67,2.3,2.7,1.13,4.31,3.2,0.49,1.19,1.18,,,,,,,,
July,,1.06,1.45,0.81,2.36,5.4,4.81,0.97,3.18,0.94,3.57,1.91,3.58,1.77,4.1,1.9,4.51,2.68,1.74,1.73,4.87,3.81,2.88,3.59,2.03,1.12,3.58,3.92,2.66,2.23,9.32,2.5,4.11,,,,,,,,
August,,1.01,4.56,1.58,2.84,4.13,3.99,8.63,2.02,1.92,5.12,4.57,2.05,3.87,4.07,2.69,1.36,8.68,5.61,5.12,6.88,7.46,0.43,0.47,2.99,2.74,1.84,4.17,1.9,1.52,0.95,3.68,2.03,,,,,,,,
September,,1.31,3.7,2.57,0.82,2.3,2.57,0.94,3.98,1.49,1.15,1.28,2.16,2.09,4.38,5.1,4.15,7.24,2.25,0.2,3.17,1.78,1.77,2.02,2,2.04,3.74,1.83,2.97,2.22,2.72,0.8,1.42,,,,,,,,
October,,3.66,3.04,2.75,2.18,1.79,4.08,1.72,3.6,3.85,2.08,3.72,4.67,2.93,2.8,2.1,3.06,2.53,3.67,2.98,4.02,1.44,7.27,3.18,2.29,6.31,1.77,3.52,5.27,4.88,3.47,3.06,2.77,,,,,,,,
November,,5.09,1.32,1.84,3.37,1.54,4.35,1.06,1.58,5.7,1.81,2.03,1.16,3.12,4.49,1.05,2.87,3.12,3.21,2.8,2.7,1.62,1.12,3.11,4.41,3.49,3.08,0.92,3.68,3.48,4.97,3.88,0.72,,,,,,,,
December,,3.33,0.87,1.08,5.02,4.83,2.55,1.88,1.61,2.91,3.01,2.05,2.31,3.08,3.54,2.5,,2.8,2.11,3.2,1.9,0.89,2.89,2.29,4.46,2.77,1.39,6.38,3.88,1,2.47,0.65,1.71,,,,,,,,
Total,,27.04,29,24.24,30.03,30.99,44.5,23.77,24.06,30.01,28.38,25.3,26.28,28.62,33.6,30.73,,37.38,34.11,23.82,33.56,30.78,26.83,24.27,32.97,27.87,30.76,36.17,33.11,31.06,33.83,26.73,23.68,,,,,,,,
