COVENTRY KERESLEY GRANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP314821,Long,-1.53955,Lat,52.435978,Elevation,413,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,1.82,0.73,3.42,3.46,1.13,1.23,2.45,3.05,0.99,3.75,1.02,0.76,1.33,2.29,1.02,4.37,3.65,1.06,2.45,1.44,2.09,2.51,4.26,2.78,2.36,3.15,1.97,2.64,1.79,3.56,2.8,4.3,1.43,3.76,1.6,2,1.97,,,,,,,
February,,,,,,,,3,1.1,2.61,4.49,2,1.68,1.24,3.53,0.91,2.24,1.02,1.05,0.9,2.57,1.6,1.77,1,1.62,3.34,3.83,1.38,1.48,2.96,0.98,0.18,2.43,4.25,0.82,3.1,2.74,2.65,2.13,0.49,0.95,3,0.39,2.54,,,,,,,
March,,,,,,,,2.61,0.8,1.25,0.61,2.18,1.81,4.31,1.62,3.14,1.33,1.04,2.75,2.9,0.84,1.93,3.51,3.74,2.62,0.9,3.82,1.52,1.47,4.22,2.84,1.34,1.98,1.96,0.91,0.91,0.75,2.36,2.21,0.19,2.74,0.27,1.68,3.21,,,,,,,
April,,,,,,,,2.15,2.13,1.9,1.32,2.09,2.41,1.69,1.08,1.81,0.71,1.83,3.19,1.49,1.94,0.98,0.32,4.12,1.37,0.98,1.21,1.43,2.7,2.03,4.39,2.01,2.62,2.02,3.48,2.29,2.43,1.96,2.04,1.07,2.63,3.99,3.26,1.09,,,,,,,
May,,,,,,,,1.56,2.51,2.26,2.04,1.16,2.23,3.09,1.95,0.29,2.4,4.62,1.97,1.56,2.07,0.95,3.57,2.76,1.41,2.46,2.47,2.45,1.92,0.9,2.78,1.8,1.08,1.59,4.89,3.33,4.39,1.31,0.83,2.32,2.39,3.23,6.46,1.74,,,,,,,
June,,,,,,,,3.1,0.83,1.41,4.15,3.16,2.61,2.27,0.48,3.24,3.3,2.65,1.72,2.86,1.19,1.82,4.31,0.85,2.71,0.65,1.75,5.08,1.16,1.28,2.85,0.5,0.89,0.43,2.31,0.08,2.12,4.21,3.74,1.75,1.25,2.73,1.54,2.85,,,,,,,
July,,,,,,,,0.31,1.22,0.98,1.38,2.74,1.44,2.82,2.83,0.78,0.89,3.01,2.74,3.57,2.49,0.23,3.27,1.01,2.9,7.38,1.9,1.68,3.91,2.96,4.05,0.35,7.06,3.46,3.16,3.79,2.16,2.92,1.43,1.51,5.07,3.84,4.73,2.43,,,,,,,
August,,,,,,,,4.02,3.46,2.02,3.1,1.59,4,4.05,2.08,4.4,1.26,2.84,3.42,2.53,4.76,1.58,5.98,0.54,1.84,2.65,3.92,4.77,1.47,2.46,1.68,3.4,4.78,2.37,2.87,1.8,2.69,4.11,2.46,2.01,3.54,4.36,1.96,0.87,,,,,,,
September,,,,,,,,2.45,0.66,4.74,0.55,1.12,1.37,2.46,1.91,1.6,0.99,0.64,1.68,2.5,0.89,1.74,0.92,1.7,0.83,0.95,0.99,1.72,5.07,2.58,2.27,0.95,2.24,3.49,4.26,3.94,1.57,4.71,0.72,1.23,3.5,2.9,3.1,,,,,,,,
October,,,,,,,,1.81,2.46,2.03,3.1,1.05,2.29,7.03,0.83,1.25,5.1,4.65,1.29,3.6,2.38,2.45,2.65,3.29,2.06,1.89,2.93,3.2,1.76,2.49,1.81,1.96,0.48,3.35,4.48,3.47,2.29,1.99,4.67,3.46,2.62,0.84,3.39,,,,,,,,
November,,,,,,,,1.25,1.92,1.65,2.29,0.97,2.03,2.01,1.46,2.89,3.14,2.31,1.29,0.7,4.37,2.44,2.02,2.97,3.07,2.68,2.9,1.06,1.74,1.68,0.92,1.96,1.27,1.73,2.37,1.78,4.72,3.6,3.68,6.27,3.46,3.25,1.98,,,,,,,,
December,,,,,,,,2.95,2.24,2.23,5.91,4.56,1.67,1.64,1.93,0.88,2.11,3.54,2.29,3.59,4.51,4.93,4.08,1.11,5.44,5.16,2.91,1.03,3.31,4.12,2.54,1.79,2.96,3.42,3.01,2.44,0.58,2.98,2.26,5.94,3.33,1.19,1.11,,,,,,,,
Total,,,,,,,,27.03,20.06,26.5,32.4,23.75,24.77,35.06,22.75,22.18,27.22,29.17,24.15,27.53,30.3,21.67,36.77,26.74,26.93,31.49,30.07,27.41,28.5,31.94,29.89,18.6,30.94,30.04,35.2,28.72,30,35.6,30.47,27.67,35.24,31.2,31.6,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_13_pt1-page-030.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_16_pt1-page-177.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_15_pt1-page-207.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_16_pt1-page-086.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_14_pt1-page-255.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
