KILMACOLM VILLAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS358691,Long,-4.626948,Lat,55.886964,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,4.02,9.08,3.22,6.9,5.78,7.4,9.53,6.79,6.97,8.38,8.41,11.36,9.22,14.63,3.02,8.11,6.43,10.2,7.86,12.03,3.36,6.65,7.87,11.85,5.09,3.19,1.05,7.91,7.74,8.1,4.36,8.74,8.67,8.51,9.36,6.14,6.95,7.77,3.68,7.57,4.12,4.3,8.06,8.14,2.72,4.57
February,,,,,,9.34,6.82,1.03,9.86,1.4,10.05,1.82,6.56,7.4,1.8,5.31,7.68,3.77,6.78,2.58,0.37,5.31,0.02,5.19,1.08,8.06,4.03,7.35,4.67,8.26,2.39,4.67,1.8,8.11,2.85,10.19,5.06,1.89,6.73,8.3,6.83,4.07,2.25,2.92,6.49,4.55,1.79,3.82,4.08,2.24,6.84
March,,,,,,2.61,1.92,3.12,2.35,5.37,6.15,9.54,2.92,2.51,1.49,3.26,6.19,4.9,7.84,1.13,4.76,1.62,2.1,3.88,3.63,2.11,4.16,1.59,5.47,4.5,5.96,2.68,4.68,4.32,1.52,5.07,3.32,5.34,6.92,2.35,3.71,3.16,4.94,1.68,4.58,2.67,3.69,6.01,1.36,4.51,2.56
April,,,,,,4.1,4.45,1.4,0.98,2.18,2.5,1.75,4.4,4.68,3.44,8.99,3.22,3.91,2.37,1.31,1.87,2.35,6.11,3.57,3.94,4.85,1.8,3.24,0.78,3.22,3.22,2.21,3.28,4.92,4.13,3.62,2.92,10.2,4.64,7.19,4.33,3.53,3.38,2.48,2.8,3.48,1.76,2.57,1.81,4.19,6.71
May,,,,,,1.27,4.67,3.74,2.44,1.08,6.62,2.29,4.56,2.05,6.02,8.72,4.89,3.1,2.13,4.88,2.71,5.74,3.02,3.67,2.83,0.83,2.57,1.69,3.15,1.34,1.03,2.14,3.52,3.71,4.11,5.28,1.64,5.86,2.2,3.82,1.94,1.86,2.32,2.29,3.7,3.72,2.91,3.23,4.41,1.51,2.65
June,,,,,,4.26,2.1,3.64,1.6,4.52,1.7,0.72,1.97,1.41,2.63,1.01,4,4.52,7.43,2.86,2.77,6.49,2.09,3.07,3.23,4.17,1.85,2.86,6.64,2.37,1.4,1.11,2.45,3.75,4.4,3.84,3.29,4.09,7.2,1.63,2.29,1.85,4.09,1.38,4.39,2.79,3.23,2.09,3.74,4.41,2.95
July,,,,,,3.06,2.53,2.6,4.85,1.31,3.85,5.61,3.63,4.67,3.97,1.8,3.28,4.89,3.18,4.46,3.15,4.4,3.1,4.57,2.58,2.14,7.2,4.76,3.96,4.75,4.01,3.2,3.66,2.96,4.56,4.69,4.03,5.03,5.18,2.56,5.99,3.14,2.75,5.37,3.02,1.2,5.18,5.83,6.06,8.13,4.21
August,,,,,,2.52,4.26,4.99,4.2,2.9,5.66,6.69,3.13,6.72,4.32,4.77,5.31,6.27,5.01,7.48,6.19,2.28,2.68,3.78,5.57,1.95,2.68,4.14,2.63,2.36,2.43,5.03,6.25,9.79,4.05,2.4,2.92,0.02,8.24,5.71,6.21,5.64,5.36,4.13,5.61,1.44,6.16,6.02,4.81,1.06,4.2
September,,,,,,1.52,1.31,3.04,7.31,3.99,3.03,2.89,3.31,9.13,6.72,3.83,3.82,7.43,3.85,1.48,4.57,1.44,5.18,0.95,8.46,8.96,5.51,4.15,5.33,2.7,4.79,2.67,6.67,4.54,6.26,6.25,9.77,6.64,7.66,2.22,12.08,5.03,5.2,6.59,8.58,5.28,6.75,3.83,6.18,1.25,2.77
October,,,,,,3.37,9.71,10.19,9.07,0.83,2.68,5.63,2.73,6.79,4.24,6.01,9.52,7.73,10.78,7.84,9.42,4.19,8.22,4.4,10.41,14.49,7.32,3.58,11.48,2.83,7.76,6.88,7.83,11.45,6.89,8.06,0.74,3.24,8.15,8.87,6.13,1.65,8.09,3.91,11.19,4.96,4.09,6.35,4.59,7.92,4.03
