RIVINGTON (HORDEN STOOPS),,,,,,,,,,,,
Grid ref,SD650154,Long,-2.530775,Lat,53.633944,,,,,,,
Station no,2997/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.80,4.15,2.40,4.45,2.80,6.15,3.15,4.65,3.40,6.90,,
February,3.45,1.78,1.60,3.67,2.80,0.95,3.65,8.25,0.76,4.20,,
March,5.25,2.80,2.15,3.10,3.20,1.85,3.70,2.27,1.99,1.80,,
April,2.77,4.05,3.55,1.05,3.35,3.30,0.80,1.80,2.61,2.83,,
May,3.05,2.75,2.70,3.45,4.45,1.50,2.35,5.02,1.68,2.57,,
June,1.50,4.45,2.95,4.80,4.25,2.85,2.30,5.15,2.45,1.50,,
July,3.90,3.83,5.65,8.50,1.00,7.50,7.55,4.65,7.69,9.20,,
August,5.55,4.50,5.35,6.70,1.80,13.70,7.80,6.98,0.75,6.07,,
September,3.50,5.45,4.60,6.00,5.15,4.65,8.95,6.07,0.45,3.80,,
October,0.72,5.35,2.50,8.60,2.45,3.35,7.40,4.62,5.10,5.30,,
November,9.80,2.80,5.75,8.15,3.25,1.80,2.15,2.18,6.10,8.55,,
December,9.45,4.45,2.20,6.05,6.35,4.90,5.55,4.59,9.70,5.13,,
Total,53.74,46.36,41.40,64.52,40.85,52.50,55.35,56.23,42.68,57.85,,
Calc annual,53.74,46.36,41.40,64.52,40.85,52.50,55.35,56.23,42.68,57.85,,
Difference,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
