BEDFORD-ST-PETERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL050501,Long,-0.467166,Lat,52.139228,Elevation,114,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.7,1.06,1.82,1.37,0.78,1.66,1.66,2.02,0.79,2.19,0.73,2.16,2.91,0.65,0.38,2.17,1.79,0.63,3.04,0.77,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.5,1.77,0.76,0.02,1.4,1.86,1.42,0.1,0.34,2.6,0.56,1.22,3.72,0.66,1.07,0.87,2.75,0.63,1.26,0.79,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.25,2.95,1.59,1.92,1.23,0.83,0.14,0.95,1.51,2.22,2.79,1.17,0.79,0.56,1.86,0.9,2.54,0.95,2.29,1.55,0.75,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1,1.55,2.55,0.76,0.96,0.86,0.07,1.1,0.95,,1.81,1.45,1.91,1.07,2.1,1.03,1.35,0.85,1.37,0.61,1.67,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.02,0.71,4.5,1.4,3.2,1.03,1.22,1.47,0.18,,1.71,2.88,1.75,1,1.1,1.73,2.52,1.72,0.69,1.47,4.22,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.84,1.82,2.47,3.46,1.94,1.79,0.93,0.99,3.66,1.19,1.58,0.97,2.21,1,2.2,0.49,1.84,1.79,1.67,1.14,2.62,1.14,2.64,4.09,0.46,4.22,2.99,1.17,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,6.41,1.85,3.68,2.98,3.32,0.24,3.81,0.64,3.83,2.78,2.54,1.98,2.02,4.3,3.13,4.57,0.78,0.84,1.11,1.37,1.77,2.42,1.82,2.97,3.04,0.39,0.52,2.24,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,0.76,5.64,1.85,1.03,1.18,2.01,1.46,1.13,2.54,1.45,1.83,3.43,3.37,2.23,2.72,2.42,1.86,3.35,2.39,0.83,2.56,1.47,1.82,3.04,1.66,2.54,0.99,1.9,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.02,0.9,2.74,0.55,0.75,3.12,0.77,1.75,0.77,4.87,2.43,0.28,1.8,0.34,1.4,1.11,2.18,1.39,1.66,1.18,0.75,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.41,1.12,2.79,1.44,5.57,3.47,3,2.05,2.28,3.49,1.13,2.1,2.66,1.74,1.37,1.22,5.77,0.94,0.94,3.2,3.36,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
