"PEEBLES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR363,,,,,,,,,,,
,,,,,,,,,,,,
,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,,
January,1.77,1.27,1.10,3.82,2.68,5.09,1.65,2.33,2.00,0.85,,
February,1.40,0.90,0.55,0.32,2.65,5.46,2.72,2.00,1.94,1.20,,
March,1.48,0.61,1.58,0.58,0.44,2.27,1.29,1.53,2.83,0.15,,
April,1.46,0.58,0.82,2.43,2.54,0.56,0.88,2.85,1.71,2.97,,
May,2.50,2.19,0.78,1.31,1.67,1.26,1.12,2.31,2.69,3.51,,
June,3.55,0.70,1.92,0.91,3.34,1.61,1.87,2.10,2.38,2.35,,
July,1.47,1.35,3.20,0.76,2.22,5.11,3.35,2.73,3.01,6.05,,
August,1.33,2.65,3.10,0.99,3.65,3.10,3.66,2.37,2.19,0.90,,
September,3.05,2.26,3.17,3.83,3.10,4.65,2.40,1.63,2.21,5.43,,
October,1.81,4.18,4.22,2.83,1.76,4.03,1.10,6.53,5.54,3.28,,
November,5.23,3.58,6.52,3.42,1.85,2.10,3.33,3.25,5.66,2.85,,
December,4.30,1.70,1.19,2.41,3.64,0.90,1.57,1.70,4.17,4.00,,
Total,29.35,21.97,28.15,23.61,29.54,36.14,24.94,31.33,36.33,33.54,,
Calc annual,29.35,21.97,28.15,23.61,29.54,36.14,24.94,31.33,36.33,33.54,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,,
