BENENDEN-SANATORIUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ834352,Long,0.6172932,Lat,51.086794,Elevation,193,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,2.57,5.44,3.5,1.74,3.4,1.1,6.59,1.59,2.53,0.31,1.33,1.25,2.61,2.96,2.57,5.06,1.94,0.9,0.8,3.03,2.94,0.59,2.46,3.59,2.63,0.86,2.62,0.69,2.36,3.31,0.98,1.1,2.27,4.1,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,1.51,1.24,2.12,1.37,0.73,2.48,2.19,1.79,4.57,3.16,1.95,1.66,4.06,1.77,3.64,0.56,0.76,1.75,2.18,1.16,0.09,2.13,4.39,1.87,0.29,0.44,2.35,1.14,2.49,5.53,1.65,1.31,1.57,2.76,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,1.6,2.35,2.34,0.88,0.83,2.94,2.68,1.54,0.9,0.69,2.35,1.46,1.19,1.59,1.76,1.62,1.6,4.03,1.74,2.46,2.04,1.6,0.4,1.48,1.85,2.64,4.19,1.8,0.88,1.5,1.71,1.53,2.5,1.5,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,3.12,0.88,0.74,2.58,0.98,2.37,2.75,3.62,3.22,1.71,0.76,3.16,1.69,1.38,2.46,1.93,1.63,1.61,2.28,2.67,0.69,1.75,0.02,2.26,2.35,0.48,1.61,1.1,2.74,1.08,2.2,0.87,2.12,0.94,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.03,3.57,1.29,1.01,0.94,1.09,1.88,4.62,3.24,0.15,0.98,1.61,2.74,0.46,3.15,3.14,1.72,1.21,1.18,1.4,3.47,0.27,1.15,1.82,0.09,0.17,1.04,3.67,2.52,1,0.95,2.15,2.87,2.1,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,1.88,2.45,2.78,1.71,2.59,1.3,1.49,2.13,3.35,4.02,2.47,3.22,3.47,1.08,1.43,0.54,0.64,2.22,0.81,2.89,1.62,2.48,0.83,1.67,0.15,3.23,1.92,2.1,1.24,2.55,1.71,1.7,3.71,1.78,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,2.52,2.14,1.89,1.17,4.29,0.56,2.92,1.66,3.1,3.12,2.14,2.94,2.06,2.73,0.16,2.18,0.61,5.58,2.81,2.66,3.69,1.73,2.97,5.33,3.34,0.96,0.35,0.49,1.3,1.27,2.58,1.33,4.34,1.65,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,1.07,1.54,1.74,2.77,2.14,3.17,2.87,5.01,3.78,1.08,4.02,1.52,0.55,1.1,0.49,1.5,3.11,1.29,2.53,3.31,4.76,4.04,1.44,1.98,2.13,2.56,3.23,1.44,1.48,1.99,1.8,4.41,3.43,1.79,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,3.93,1.88,2.26,3.34,2.11,3.97,1.09,1.31,2.87,3.42,3.56,3.45,3.64,5.77,3.86,0.92,2.33,1.04,2.35,2.32,0.67,1.89,2.82,3.46,0.61,6.37,2.64,0.76,2.83,0.92,0.79,1.12,2.94,1.29,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,1.6,4.59,3.32,3.14,4.84,1.75,3.71,3.56,0.7,6.49,3.43,7.02,2.76,1.56,4.24,3.91,1.69,2.24,6.47,1.17,5.94,6.35,3.65,4.13,3.3,5.74,0.25,2.67,2.51,2.22,2.35,1.84,5.53,1.85,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
