"BENENDEN EAST END SANATORIUM",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,258,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.02,1.54,2.64,5.04,0.76,3.41,1.36,1.39,2.76,1.06,,
February,3.84,1.31,2.54,1.20,4.53,1.97,5.27,0.81,1.46,0.76,,
March,1.39,2.29,4.31,2.73,5.92,0.41,3.40,1.77,0.55,3.59,,
April,1.09,1.94,0.09,2.91,1.22,0.55,1.33,1.67,1.14,3.61,,
May,3.25,0.90,0.33,0.72,0.75,1.76,1.82,2.85,0.83,0.44,,
June,2.34,2.07,4.00,0.23,1.40,1.29,2.76,2.41,0.34,0.50,,
July,2.37,0.60,0.88,2.01,2.22,1.43,1.23,3.49,3.42,1.40,,
August,1.69,0.89,7.05,0.71,0.80,0.95,2.61,6.21,1.30,3.83,,
September,0.39,1.37,4.19,1.72,1.12,1.15,1.23,1.16,6.32,1.07,,
October,2.98,5.48,4.51,3.84,3.05,0.65,4.89,,2.69,0.71,,
November,4.66,5.93,2.42,3.93,3.98,1.33,4.38,,2.21,2.80,,
December,4.53,6.60,3.59,1.53,7.90,2.92,3.92,,1.80,3.48,,
Total,30.55,30.92,36.55,26.57,33.65,17.82,34.20,,24.82,23.25,,
Calc annual,30.55,30.92,36.55,26.57,33.65,17.82,34.20,21.76,24.82,23.25,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,-0.00,0.00,,
