"CADDONFOOT, FAIRNILEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT456332,Long,-2.864662,Lat,55.589382,Elevation,450,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,1.13,3.38,3.22,1.97,2.07,3.82,3.68,3.38,3.14,3.5,4.33,3.65,1.6,2.56,3.15,3.89,3.89,6.51,1.25,3.78,2.32,,,,,,,,5.73,1.68,2.9,5.21,3.52,2.32,4.22,3.37,3.68,7.98,2.56,2.15,4.29,3.98,0.65,3.91,2.56,3.07,4.92,2.73,1.98,4.44
February,,2.47,2.45,1.55,3.76,4.15,4.14,0.64,3.14,1.4,3,0.23,2.69,4.64,1.14,5.16,3.65,1.4,3.87,1.73,1.12,3.35,,,,,,,,2.4,1.29,3.84,2.03,1.87,2.21,3.6,1.5,1.7,2.99,1.95,3.93,2.94,0.89,1.15,2.57,2.4,2.3,3.92,3.5,0.65,3.91
March,,2.87,3.27,4.37,3.47,2.08,3.93,1.8,0.61,2.96,4.31,3.81,2.11,0.92,0.76,1.66,1.64,2.81,4.63,0.19,2.86,1.14,,,,,,,,2.94,3.3,3.01,2.01,0.94,0.56,1.17,2.42,4.38,1.57,1.54,2.65,3.21,1.38,0.66,2.68,2.17,1.82,2.12,2.19,1.46,2.4
April,,2.5,0.33,3.7,0.94,0.93,2.58,3.03,0.65,2.5,1.96,0.47,2.79,3.01,1.86,3.21,2.37,2.2,0.79,1.67,1.66,3.02,,,,,,,,1.23,2.28,1.66,1.46,1.5,2.03,1.19,0.45,5.31,2.7,1.61,2.46,2.69,1.51,2.95,0.94,0.65,0.82,1.29,1.18,2.79,2.26
May,,0.98,1.12,3.42,2.21,1.7,3.87,2.11,2.71,1.29,3.27,2.15,0.78,2.49,3.9,5.28,3.07,1.79,1.45,1.83,1.49,3.31,,,,,,,,1.23,1.8,2.65,2.78,4.21,2.15,3.75,1.65,3.76,1.89,1.74,1.28,2.86,2.45,2.67,5.7,2.3,1.15,1.92,2.17,0.6,2.13
June,2.15,2.29,4.56,1.28,2,0.9,1.17,1.54,0.34,1.12,1.02,0.45,0.92,0.84,1.36,0.52,3.44,2.93,4.73,2.19,2.49,6.01,,,,,,,,1.79,2.36,1.7,0.91,2.74,2.45,2.44,2.79,3.01,3.87,0.94,2.1,1.77,2.05,1.95,2.93,1.04,2.69,1.37,3.78,3.21,1.18
July,4.38,0.73,2.38,0.93,1.73,2.88,4.6,1.66,3.77,0.48,2.66,3.36,3.51,2.23,4.72,1.17,2.35,2.44,1.51,3.12,4.22,2.58,,,,,,,,2.69,6.92,2.47,2.1,3.57,2.24,2.24,2.51,2.97,1.41,2.07,3.83,2.79,1.63,3.44,2.89,1.88,4.52,3.5,6.59,2,2.58
August,5.84,0.99,5.35,1.65,1.63,2.83,4.24,4.73,1.87,2.46,3.92,5.13,2.05,5.07,2.18,3.5,3.08,6.86,5.33,4.21,7.75,4.54,,,,,,,2.9,1.01,1.09,4.4,2.07,4.49,2.55,1.42,3.46,0.06,7.86,2.3,3.78,4.89,3.63,2.35,5.62,0.83,9.37,4.95,3.55,0.71,3.98
September,0.33,1.08,2.8,2.22,0.91,1.8,1.96,1.73,5.24,2.18,1.3,1.47,2.1,2.14,3.18,4.41,4.02,9.35,1.5,0.21,3.45,1.14,,,,,,,2.15,2.19,2.71,0.77,3.05,2.34,4.76,3.94,4.07,1.7,2.93,0.92,5.2,1.93,1.75,3.08,4.36,1.26,3.27,1.96,2.3,0.88,1.66
October,3.02,2.57,3.42,3.23,1.5,2.14,5.43,3.97,4.03,2.86,2.32,3.4,3.18,3.42,2.73,2.94,3.87,4,6.19,3.64,5.33,2.02,,,,,,,6.61,3.38,3.37,3.74,2.84,4,2.95,4.36,0.68,0.9,2.35,5.45,2.04,0.27,4.25,1.81,5.59,1.75,2.38,2.67,2.15,3.18,4.37
November,3.26,4.65,2.32,2.18,4.39,2.17,4.93,1.91,1.97,4.92,2.17,1.71,1.17,4.47,1.71,1.31,5.62,2.71,4.05,3.52,3.96,5.91,,,,,,,6.05,4.12,4.01,3.47,0.59,1.57,4.9,0.63,5.32,3.09,2.03,3.29,3.62,7.26,3.81,3.45,5.12,1.65,0.99,1.61,0.86,6.31,3.69
December,2.4,4.41,3.7,2.01,6.38,6.29,2.98,2.12,2.28,5.18,3.86,2.84,2.81,2.85,4.62,3.92,0.64,2.32,2.55,4.87,3.95,1.8,,,,,,,3.6,1.46,3.66,1.06,3.2,1.27,2.9,2.48,2.26,2.26,4.06,4.43,1.87,3.25,4.25,1.95,4.34,5.52,3.89,2.89,5.35,4.27,3.87
