LENHAM-LENHAM-COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ884519,Long,0.697341,Lat,51.235175,Elevation,354,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,349/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,2.68,4.19,2.76,5.62,1.85,2.91,1.76,2.61,3.87,1.73,2.32,3.27,2.6,1.06,2.17,4.13,4.83,2.74,3.08,2.34,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,2.19,2.56,1.26,1.56,1.9,1.99,3.03,1.73,1.83,0.96,4.51,6.59,0.97,1.63,2.35,2.06,1.65,4.16,3.16,0.04,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,3.32,2.29,3.29,0.32,0.16,0.9,1.87,5.54,0.87,0.91,0.78,3.24,4.28,0.3,2.62,2.22,0.65,1.1,1.62,2.23,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,1.18,1.83,1.12,1.64,0.35,1.23,2.4,2.17,1.64,1.82,2.58,2.36,0.96,1.83,0.28,0.29,1.42,0.38,1.89,2.5,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,0.75,1.75,3.59,2.75,0.61,2.91,3.1,1.13,1.69,1.79,1.85,2.21,1.08,1.92,1.4,4,0.3,1.88,2.19,0.69,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,0.99,1.24,0.38,1.96,1.65,0.76,2.34,3.32,3.35,0.6,1.33,1.79,1.09,2.38,4.12,2.45,2.6,1.45,4.92,1.08,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,3.77,3.14,3.04,2.3,2.7,2.56,2.68,2.33,1.91,0.44,2.59,1.76,0.8,3.42,3.13,1.15,3.43,3.18,1.63,2.46,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,0.09,4.7,2.69,1.5,4.08,3.17,5.37,0,2.86,0.94,2.94,4,3.14,2.03,3.69,3.59,3.16,2.47,4.22,1.02,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,1.43,0.42,2.55,1.69,3,1.01,2.98,1.79,1.74,2.1,3.03,3.57,4.02,4.19,1.65,2.43,2.42,3.05,2.95,0.19,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,4.67,2.1,3.49,2.78,5.34,2.32,1.76,0.77,1.86,7.95,0.42,1.2,2.47,2.61,2.54,5.79,1.65,1.17,4.11,3.01,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,7.35,4.77,2.13,1.72,4.68,0.47,4.55,1.44,1.67,3.87,5.56,4.23,4.65,1.79,5.51,1.14,0.99,3.56,2.16,4.54,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,,2.3,2.06,2.81,2.19,2.24,4.63,2.79,2.84,3.19,1.44,2.56,3.09,3.61,0.8,1.58,2.25,3.61,2.91,3.85,5.85,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,30.72,31.05,29.11,26.03,28.56,24.86,34.63,25.67,26.48,24.55,30.47,37.31,29.67,23.96,31.04,31.5,26.71,28.05,35.78,25.95,43.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
