MOFFAT CRAIGIELANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT076015,Long,-3.456857,Lat,55.298901,Elevation,327,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,8.09,5.1,6.17,4.96,4.34,4.04,9.54,4.08,3.35,2.45,9.08,0.61,3.75,1.76,3.85,7.67,6.99,4.49,4.87,8.28,5.29,2.83,6.74,2.86,6.76,6.01,6.34,3.43,4.61,7.71,3.98,4.13,9.68,3.04,6.32,4.41,8.52,9.71,6.2,5.68,,,,,,,
February,,,,,7.74,9.49,2.44,3.8,1.2,2.79,0.72,1.5,2.53,6.78,12.38,0.13,3.1,5.69,4.85,5.02,4.15,0.41,1.01,8.01,4.25,3.41,4.75,4.85,3.7,3.05,7.2,6.6,4.83,4.54,9.95,9.39,4.86,1,9.63,0.6,6.5,0.66,4.98,8.55,,,,,,,
March,,,,,6.23,4.51,6.21,2.01,3.52,2.71,2.72,2.79,1.52,2.11,3.56,1.02,6.8,8.47,1.88,5.62,0.28,3.32,3.99,12.23,5.03,6.56,4.28,5.02,6.7,4.48,5.41,2.14,5.74,6.93,7.16,2.4,2.31,2.31,1.5,3.89,6.06,8.74,3.63,1.75,,,,,,,
April,,,,,1.24,3.57,2.7,2.21,2.2,2.2,1.91,1.15,1.37,1.35,2.18,2.85,2.5,3.54,4.14,4.88,4.29,4.98,3.44,1.15,6.31,3.84,1.59,2.76,1.66,4.39,4.59,5.76,0.76,7.07,3.68,2.93,4.36,2.48,0.13,3.1,3.95,1.5,2.34,4.25,,,,,,,
May,,,,,4.84,3.81,3.77,1.13,4.22,3.7,3.35,1.64,5.08,1.87,3.68,0.06,0.57,0.61,2.24,3.93,4.45,1.38,1.91,2.33,2.96,3.18,6.87,5.89,3.85,2.78,2.22,4.18,1.43,3.83,2.44,1.34,5.68,2.08,2.91,1.38,6.52,3.34,4.46,2.2,,,,,,,
June,,,,,1.18,1.42,1.3,1.22,2.24,1.48,4.26,2.61,4.3,2.1,2.69,0.1,3.61,4.46,2.73,2.41,5.57,5.5,1.35,2.41,3.93,2.39,1.53,6.23,3.85,2.18,3.58,3.21,5.92,3.23,0.6,1.52,2.87,4.37,1.4,3.09,1.56,0.52,2.75,1.2,,,,,,,
July,,,,,7.28,2.69,3.6,5.62,6.9,4,4.92,2.53,3.86,4.16,2.75,6.76,5.54,3.04,0.55,3.04,2.69,1.81,3.2,4.81,4.04,2.52,2.95,3.29,3.49,4.26,6.2,2.4,3.74,0.69,2.82,4.99,3.47,1.78,4.56,1.48,5.07,5.9,5.19,5.42,,,,,,,
August,,,,,1.47,4.59,3.7,2.82,4.52,4.75,4.02,8.76,7.36,7,3.86,5.36,2.35,7.26,4.83,1.53,4.54,5.2,3.88,6.55,5.08,5.5,7.18,5.52,4.19,1.72,6.32,2.39,4.59,1.75,5.36,2.45,3.66,7.95,3.92,4,5.43,8.11,3.94,8.62,,,,,,,
September,,,,,4.18,10.86,6.7,3.02,1.54,2.22,5.7,4.61,5.12,2.61,0.24,2.21,7.01,3.11,2.29,4.16,4.63,4.86,2.91,5.33,4.19,1.81,1.35,0.79,6.94,3.01,1.32,2.61,2.42,2.57,1.87,1.62,2.47,3.97,7.3,4.17,2.3,1.68,2.66,7.06,,,,,,,
October,,,,,3.86,4.29,5.03,1.57,3.93,5.36,2.69,10.54,4.82,5.54,2.96,2.16,3.63,3.28,6.34,4.46,5.97,6.26,3.84,11.5,3.01,3.65,6.88,7.53,2.44,12.84,3.78,4.37,5.62,4.67,1.69,2.48,9.86,7.92,7.5,1.37,2,3.4,3.57,8.93,,,,,,,
November,,,,,4.1,3.29,6,4.55,9.09,3.2,11.61,5.4,5.71,4.36,7.89,12.32,1.96,4.82,6.58,8.77,5.76,5.12,4.66,3.38,2.85,4.77,4.17,4.97,4.11,2.34,3.33,6.72,3.07,7.05,7.86,3.12,6.12,5.76,3.68,4.91,4.05,2.68,3.29,5.75,,,,,,,
December,,,,,6.82,2.83,6.67,6.32,7.2,7.25,0.7,11.29,2.89,9.32,6.36,5.57,6.57,12.27,9.22,3.96,10.89,5.94,8.34,1.69,4.93,3.65,3.32,6.09,5.25,6.67,5.66,10.78,12.99,4.71,7.86,8.68,5.81,1.06,7.23,10.63,5.67,8.85,5.41,5.15,,,,,,,
Total,,,,,57.03,56.45,54.29,39.23,50.9,43.7,52.14,56.9,47.91,49.65,57.63,39.15,47.39,58.31,49.5,55.45,60.21,49.27,43.4,67.67,51.87,44.11,51.61,55.8,52.94,53.73,55.95,54.59,55.72,54.75,55.27,45.05,61.15,43.72,56.08,43.03,57.63,55.09,48.42,64.56,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb 1923 = 8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
