MANCHESTER NEWTON HEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD881003,Long,-2.18086,Lat,53.499261,Elevation,275,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,1.69,0.55,0.93,2.93,4.53,5.01,2.12,5.07,2,1.86,1.4,3.66,2.78,4.2,1.38,3.16,3,1.5,1.66,2.44,4.45,4.95,2.55,,,,,,,,
February,,,,,,,,,,3.5,2.49,5.5,2.65,1.94,2.37,2.8,0.82,0.69,0.9,2.29,0.3,0.25,2.95,4.32,5.06,0.24,2.1,2.52,3.17,1.23,3.29,1.67,,,,,,,,
March,,,,,,,,,,2.02,2.6,4.47,3.04,1.11,2.21,2.4,2.51,1.7,2.04,3.26,3.41,2.22,1.19,0.71,3.13,3.5,4.93,3.49,2.13,2.11,0.74,2.61,,,,,,,,
April,,,,,,,,,,2.13,1.63,1.74,3.95,1.94,1.1,1.65,2.01,1.24,1.82,2.18,0.87,1.97,1.29,0.86,2.13,1.59,1.83,2.58,1.92,3.2,2.5,2.49,,,,,,,,
May,,,,,,,,,,1.73,2.76,4.22,1.8,1.14,1.9,1.95,5.23,2.21,0.93,2.14,3.02,2.64,3.87,2.45,3.15,1.1,1.18,1.85,2.95,2.77,1.78,1.04,,,,,,,,
June,,,,,,,,,,5.14,2.58,2.22,7.65,4.59,0.9,4.19,1.83,1.11,3.65,0.9,3.48,2.73,4.22,1.79,3.68,4.25,3.2,3.64,3.28,1.91,3.37,2.11,,,,,,,,
July,,,,,,,,,0.7,4.5,6.51,3.58,7,2.44,4.48,1.47,5.13,1.17,6.01,3.09,3.07,3.79,3.14,4.31,3.1,6.53,2.36,2.11,0.94,2.26,2.9,3.49,,,,,,,,
August,,,,,,,,,5.19,5.47,2.68,4.83,3.41,3.67,2.09,1.46,3.41,1.53,3.77,5.66,4.54,6.84,5.51,2.71,4.3,3.83,2.91,4.45,5.26,2,5.62,,,,,,,,,
September,,,,,,,,,5.65,2.9,5.33,2.51,1.8,5.57,3.04,5.3,3.95,5.08,1.77,3.06,1.66,3.45,4.48,4.31,0.84,2.01,6.28,4.52,0.73,5.77,1.51,,,,,,,,,
October,,,,,,,,,3.72,2.58,2.8,3.14,4.05,5.48,2.34,6.01,5.16,2.06,1.86,3.31,3.07,5.22,5.81,3.23,4.7,4.19,4.52,1.96,3.84,3.28,4.7,,,,,,,,,
November,,,,,,,,,2.35,1.57,3.53,3.89,6.18,3.8,1.8,2.87,2.83,1.36,5.23,2.06,5.33,3.22,2.99,2.66,2.22,2.66,1.39,4.72,2.66,1.66,2.78,,,,,,,,,
December,,,,,,,,,5,2.7,5.88,4.57,6.76,3.45,4.52,2.67,4.45,2.43,2.33,2.76,0.36,6.27,2.85,3.73,3.43,4.42,4.04,5.3,4.07,3.19,4.42,,,,,,,,,
Total,,,,,,,,,,35.93,39.34,41.6,51.22,39.66,31.76,34.89,42.4,22.58,32.17,32.11,32.77,41.38,42.5,32.46,38.9,37.32,36.24,38.8,33.39,33.83,38.56,,,,,,,,,
