WRAYSBURY-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ004738,Long,-0.556424,Lat,51.454289,Elevation,59,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,3.36,0.97,2.9,1.15,2.19,1.83,1.42,0.73,4.28,4.37,2.46,4.45,2.44,2.68,2.34,4.51,1.92,1.56,,,3.63,1.03,0.61,2.46,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.43,0.46,0.55,1.57,0.06,2.71,0.1,2.67,1.78,4.68,0.35,0.85,1.88,2.16,0.61,1.22,0.74,1.71,,,1.19,0.91,3.94,5.25,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.44,0.04,1.14,0.2,1.52,2.39,2.04,0.35,1.13,3.14,0.2,1.4,3.02,3.73,1.52,0.45,0.12,0.47,,,0.65,1.12,0.76,3.21,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.2,0.72,1.66,3.45,2.14,0.6,1.63,2.9,1.44,2.3,0.08,2.35,2.24,1.7,1.07,0.94,1.33,1.27,,,1.7,1.55,1.47,2.66,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.95,2.76,2.27,2.43,3.69,1.81,0.47,1.03,0.34,2.46,1.76,1.44,1.51,1.75,2.72,3.04,0.43,2.02,,,2.41,2.15,1.54,2.4,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.43,0.88,1.78,2.19,0.94,1.61,0.85,3.36,2.84,2.03,0.46,0.97,0.71,1.93,0.31,1.29,1.02,2.19,,,2.67,0.09,1.29,1.46,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,1.79,1.6,1.71,2.75,1.84,1.18,3.57,1.3,2.53,1.41,1.3,2.44,2.65,3.58,1.39,2.06,2.14,3.62,,,0.99,0.87,4.32,1.26,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,2.06,1.36,2.86,4.84,0.73,0.32,2.34,1.96,0.52,1.01,1.14,2.3,0.12,4.62,2.45,1.4,2.24,1.4,,,1.85,0.99,3.48,3.58,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.14,0.22,2.67,1.67,2.2,2.46,1.48,3.22,2.34,1.47,1.23,1.08,1.48,0.41,0.52,2.41,1.55,2.04,,,1.43,0.55,2.28,2.32,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,3.69,3.01,0.99,0.55,3.95,1.56,1.72,2.83,0.89,2.65,2.24,5.22,2.67,1,3.25,2.92,3.39,3.79,,,2.04,6.31,0.43,1.04,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
