"BALDERSDALE, HURY RESERVOIR - new gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY967192,Long,-2.052553,Lat,54.568012,Elevation,862,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,6.37,3.94,4.47,2.71,3.77,1.68,5.08,4.53,5.93,6.59,1.4,3.07,3.33,4.46,4.83,4.87,3,3.46,8.87,2.11,2.09,3.12,3.14,0.94,3.7,2.4,3.84,4.44,2.69,2.46,5.29
February,,,,,,,,,,,1.29,3.15,0.5,5.9,0.22,6.65,2.42,4.82,1.67,3.99,2.3,4.17,1.9,2.7,2.39,4.41,3.78,3.85,3.63,3.56,6.73,3.32,0.78,1.33,1.87,1.48,1.99,2.88,6.09,0.48,2.44
March,,,,,,,,,,,2.18,0.79,2.29,2.57,3.7,1.68,2.86,2.55,1.52,3.77,3.67,3.33,2.31,2.47,0.35,1.76,1.7,5.97,2.35,1.05,1.52,3.59,1.58,0.69,1.84,1.88,2.24,1.88,2.54,1.39,2.21
April,,,,,,,,,,,3.04,3.1,4.43,2.5,3.54,3.61,0.98,2.75,0.6,1.95,2.28,1.89,2.1,2.62,1.53,2.52,1.19,6.48,3.11,3.5,2.91,2.91,1.57,3.02,0.72,0.81,0.96,0.42,1.32,2.82,2.18
May,,,,,,,,,,,1.47,3.31,3.14,2.47,2.43,0.56,1.99,3.12,4.11,0.71,1.03,1.6,1.82,3.98,1.73,3.61,1.74,1.83,1.46,1.44,2.09,2.83,2.01,2.58,5,2.72,1,1.94,4.53,0.36,1.9
June,,,,,,,,,,,1.86,4.9,1.15,1.96,2.18,2.42,3.6,1.35,3.4,2.43,0.68,0.23,1.15,2.98,2.53,3.11,1.97,3.96,4.08,0.75,1.53,0.86,1.47,2.31,2.6,2.1,2.31,1.23,3.42,1.64,1.07
July,,,,,,,,,,,5.03,4.14,3.46,2.47,2.93,1.55,2.81,1.74,3.43,4.92,4.45,2.19,3.14,1.87,3.64,1.39,4.42,3.64,0.9,2.77,3.2,1.05,1.31,3.03,2.28,1.14,3.42,4.48,2.89,2.04,4.31
August,,,,,,,,,,,5.43,4.21,1.5,1.19,3.14,1.48,1.95,1.33,3.37,3.11,1.02,3.34,3.1,6.6,1.86,4.45,4.3,0.19,4.2,1.63,5.85,3.22,3.67,5.15,5.06,1.42,7.53,5.75,4,0.77,2.62
September,,,,,,,,,,,3.3,1.93,4.35,1.9,2.43,7.93,5.52,2.6,1.88,1.3,3.12,0.2,2.59,3.56,6.4,2.17,5.03,3.4,3.87,1.94,5.32,1.84,3.56,2.68,5.1,1.86,4.38,3.67,4.07,1.21,2.79
October,,,,,,,,,,,4.05,1.78,5.29,4.19,5.89,6.02,3.78,2.35,8.37,5.75,4.45,4.75,3.18,3.66,3.73,5.24,0.88,1.04,2.46,5.06,2.62,0.89,3.52,1.64,7.09,2.17,2.7,3.62,2.4,3.04,6.68
November,,,,,,,,,,,4.61,4.28,3.01,2.7,1.8,6.02,4.26,1.38,5.64,5.93,4.72,3.5,1.2,3.01,7.36,0.85,6.12,5.27,2.7,4.8,5.3,8.66,2.28,3.44,6.64,1.91,1.33,1.9,0.79,4.81,5.69
December,,,,,,,,,,,3.24,2.51,2.4,0.8,5.05,1.94,4.29,2.98,4.14,1.38,3.17,1.69,3.94,2.36,4.26,1.91,3.88,3.72,3.5,7.13,1.88,7.98,2.84,1.61,4.32,7.13,5,4.16,4.66,6.42,5.06
Total,,,,,,,,,,,41.87,38.04,35.99,31.36,37.08,41.54,39.54,31.5,44.06,41.83,32.29,29.96,29.76,40.27,40.61,36.29,38.01,42.81,41.13,35.74,41.04,40.27,27.73,28.42,46.22,27.02,36.7,36.37,39.4,27.44,42.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1927, 1928, 1929 all calculated from old gauge with totals noted as estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
