"CLUMBER GARDENS",,,,,,,,,,,,
Grid ref,SK623748,Long,-1.067391,Lat,53.266545,,,,,,,
Station no,2631,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,4.10,1.28,2.24,,,,
February,,,,,,1.21,1.81,3.23,,,,
March,,,,,,0.70,1.36,1.41,,,,
April,,,,,,2.12,0.37,0.42,,,,
May,,,,,,0.38,1.64,1.97,,,,
June,,,,,,4.09,1.82,,,,,
July,,,,,,3.35,4.36,,,,,
August,,,,,,6.80,4.15,,,,,
September,,,,,,2.12,3.58,,,,,
October,,,,,,0.89,1.14,,,,,
November,,,,,,0.77,2.63,,,,,
December,,,,,,2.56,1.76,,,,,
Total,,,,,,29.09,25.90,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,29.09,25.90,9.27,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,NaN,NaN,NaN,,
