"SOUTH CROYDON BRAMLEY HILL",,,,,,,,,,,,
Grid ref,TQ319645,Long,-0.106762,Lat,51.364258,,,,,,,
Station no,RR4112,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.36,0.76,0.77,2.26,4.18,1.07,4.30,1.24,1.62,,,
February,4.53,1.52,1.01,1.72,3.14,0.91,2.13,1.62,1.22,,,
March,0.93,2.70,1.82,2.51,1.46,3.01,1.20,0.86,2.99,,,
April,0.86,2.21,0.62,1.75,1.22,1.76,0.61,3.88,2.63,,,
May,1.45,1.23,2.67,3.63,2.55,1.16,1.42,1.95,2.28,,,
June,2.92,1.45,4.23,7.25,0.89,5.55,2.41,1.64,2.06,,,
July,1.10,1.46,1.34,4.17,1.46,0.91,0.63,0.94,3.33,,,
August,3.30,2.07,3.29,4.15,1.76,2.41,1.45,2.46,3.39,,,
September,0.83,1.18,1.10,2.12,1.23,2.10,1.57,0.78,1.35,,,
October,1.93,2.91,1.68,5.10,1.88,1.27,3.95,3.57,2.31,,,
November,2.45,0.69,2.03,2.40,1.49,3.97,4.61,2.61,0.73,,,
December,2.67,3.96,1.44,2.25,2.48,0.53,2.37,3.07,2.47,,,
Total,26.33,22.14,22.00,39.31,23.74,24.65,26.65,24.62,26.38,,,
Calc annual,26.33,22.14,22.00,39.31,23.74,24.65,26.65,24.62,26.38,0.00,,
Difference,0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,NaN,,
