"SOUTH CROYDON, BRAMLEY HILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4112,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,,1.57,1.02,0.75,1.04,,
February,,,,,,,0.40,0.49,0.25,2.08,,
March,,,,,,,1.04,1.18,2.96,2.34,,
April,,,,,,,1.63,2.05,2.21,2.16,,
May,,,,,,,4.61,1.49,0.73,3.24,,
June,,,,,,,0.85,1.08,2.79,1.34,,
July,,,,,,,2.69,2.23,6.42,2.58,,
August,,,,,,,,2.94,2.60,2.48,,
September,,,,,,,2.07,2.25,0.94,0.95,,
October,,,,,,,2.19,2.17,1.43,4.25,,
November,,,,,,,3.74,4.74,4.03,0.82,,
December,,,,,,,2.87,1.47,1.59,1.41,,
Total,,,,,,,,23.11,26.70,24.69,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,23.66,23.11,26.70,24.69,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,,
