BALCOMBE (HIGHLEY MANOR),,,,,,,,,,,,
Grid ref,TQ300318,Long,-0.145883,Lat,51.070816,,,,,,,
Station no,525,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.52,3.28,1.50,1.85,4.17,5.35,3.35,4.80,3.60,3.83,,
February,7.95,0.97,1.93,3.39,1.94,0.57,5.38,2.73,0.11,2.45,,
March,4.81,3.83,0.41,3.97,1.46,1.29,1.90,2.67,2.32,2.26,,
April,3.10,2.58,3.52,0.47,0.45,2.06,0.19,1.33,2.87,1.04,,
May,3.11,1.92,2.87,2.30,5.21,0.45,1.51,2.92,0.56,1.58,,
June,2.12,1.57,2.21,3.97,2.30,3.26,1.73,4.44,1.29,2.39,,
July,3.37,0.86,4.88,4.07,1.01,3.68,4.47,1.84,1.22,4.56,,
August,6.14,3.61,2.49,3.36,1.13,4.37,3.54,4.36,1.12,4.38,,
September,3.57,3.83,5.40,3.10,2.26,3.93,3.92,4.33,0.16,5.28,,
October,1.77,4.09,4.54,3.43,4.81,2.04,2.01,3.60,4.15,8.39,,
November,7.11,4.74,2.06,7.08,1.76,1.11,4.12,2.74,4.39,8.37,,
December,3.99,3.39,1.21,2.44,3.91,5.94,3.17,4.84,8.38,4.59,,
Total,51.56,34.67,33.02,39.43,30.41,34.05,35.29,40.60,30.17,49.12,,
Calc annual,51.56,34.67,33.02,39.43,30.41,34.05,35.29,40.60,30.17,49.12,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
