"BLOXWICH SNEYD RESERVOIR",,,,,,,,,,,,
Grid ref,SJ982025,Long,-2.028022,Lat,52.620263,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.69,1.22,1.16,1.70,2.22,0.68,3.43,1.20,0.74,0.86,,
February,3.35,1.13,1.14,1.21,3.25,0.71,1.93,1.28,1.19,0.41,,
March,0.65,1.50,1.43,4.04,1.36,2.59,1.17,1.15,2.78,2.43,,
April,0.93,1.51,1.75,1.54,1.42,1.73,1.26,1.65,2.43,1.54,,
May,1.58,1.26,2.88,2.09,1.98,0.47,2.48,4.35,3.67,1.33,,
June,2.43,2.88,2.28,1.25,0.26,2.94,1.91,2.18,2.53,2.99,,
July,2.85,2.30,1.41,1.21,1.97,1.70,1.04,2.83,2.16,3.58,,
August,3.46,2.34,3.98,4.90,2.47,4.00,1.19,2.38,3.12,1.86,,
September,1.06,0.89,0.94,3.84,1.94,2.21,1.41,0.83,1.51,2.87,,
October,2.72,1.79,2.26,5.39,0.66,1.25,4.71,5.56,2.40,3.81,,
November,2.15,1.21,1.88,2.02,1.23,2.25,2.46,1.99,2.06,0.80,,
December,3.53,3.51,1.51,1.61,1.43,0.61,2.13,2.28,1.69,3.95,,
Total,27.40,21.54,22.62,30.80,20.19,21.14,25.12,27.68,26.28,26.43,,
Calc annual,27.40,21.54,22.62,30.80,20.19,21.14,25.12,27.68,26.28,26.43,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
